"name";"name_ascii";"abbr";"latitude";"longitude"
"faculdade de ciências empresariais e estudos costeiros de natal";"faculdade de ciencias empresariais e estudos costeiros de natal";"";-5.795;-35.209
"faculdade magister";"faculdade magister";"";-23.548;-46.636
"faculdade católica do cariri";"faculdade catolica do cariri";"";-7.234;-39.409
"faculdade anglo-americano de bagé";"faculdade anglo-americano de bage";"";-31.331;-54.107
"faculdade de economia e processamento de dados de foz do iguaçu";"faculdade de economia e processamento de dados de foz do iguacu";"";-25.548;-54.588
"centro universitário do leste de minas gerais";"centro universitario do leste de minas gerais";"";-19.519;-42.629
"faculdades integradas de três lagoas";"faculdades integradas de tres lagoas";"";-20.751;-51.678
"instituto federal de educação, ciência e tecnologia do amapá";"instituto federal de educacao, ciencia e tecnologia do amapa";"";0.039;-51.066
"faculdade unime de ciências jurídicas";"faculdade unime de ciencias juridicas";"";-12.894;-38.327
"faculdade cecap do lago norte";"faculdade cecap do lago norte";"";-15.78;-47.93
"faculdade de tecnologia tecbrasil";"faculdade de tecnologia tecbrasil";"";-29.168;-51.179
"universidade do vale do sapucaí";"universidade do vale do sapucai";"";-22.23;-45.936
"faculdade presbiteriana augusto galvão";"faculdade presbiteriana augusto galvao";"";-10.509;-40.321
"faculdade presidente antônio carlos de baependi";"faculdade presidente antonio carlos de baependi";"";-21.959;-44.89
"faculdade de direito da alta paulista";"faculdade de direito da alta paulista";"";-21.935;-50.514
"faculdade de presidente venceslau";"faculdade de presidente venceslau";"";-21.876;-51.844
"faculdade de são bernardo do campo - fasb";"faculdade de sao bernardo do campo - fasb";"";-23.694;-46.565
"faculdade de ciências administrativas e contábeis costa braga";"faculdade de ciencias administrativas e contabeis costa braga";"";-23.548;-46.636
"faculdade de ciências agrárias de andradina";"faculdade de ciencias agrarias de andradina";"";-20.896;-51.379
"faculdade presidente antônio carlos de itajubá";"faculdade presidente antonio carlos de itajuba";"";-22.426;-45.453
"faculdade do descobrimento";"faculdade do descobrimento";"";-16.278;-39.025
"faculdade de teologia integrada";"faculdade de teologia integrada";"";-7.834;-34.906
"faculdade de ciências humanas do sertão central";"faculdade de ciencias humanas do sertao central";"";-8.067;-39.12
"faculdade fae são josé dos pinhais";"faculdade fae sao jose dos pinhais";"";-25.535;-49.206
"faculdade de educação ciências e artes dom bosco de monte aprazível";"faculdade de educacao ciencias e artes dom bosco de monte aprazivel";"";-20.773;-49.714
"faculdade antônio meneghetti";"faculdade antonio meneghetti";"";-29.813;-53.375
"faculdade de ciências sociais aplicadas e de tecnologias de agua boa";"faculdade de ciencias sociais aplicadas e de tecnologias de agua boa";"";-14.05;-52.159
"instituto maranhense de ensino e cultura";"instituto maranhense de ensino e cultura";"";-2.53;-44.303
"faculdade de tecnologia iapec";"faculdade de tecnologia iapec";"";-23.31;-51.163
"faculdade de ciências da saúde archimedes theodoro";"faculdade de ciencias da saude archimedes theodoro";"";-21.888;-42.704
"faculdade cenecista de rio das ostras";"faculdade cenecista de rio das ostras";"";-22.527;-41.945
"faculdade de tecnologia e ciencias do norte do paraná";"faculdade de tecnologia e ciencias do norte do parana";"";-23.073;-52.465
"instituto de ensino superior múltiplo";"instituto de ensino superior multiplo";"";-5.094;-42.837
"faculdade josé lacerda filho de ciências aplicadas";"faculdade jose lacerda filho de ciencias aplicadas";"";-8.399;-35.064
"faculdade pitágoras de guarapari";"faculdade pitagoras de guarapari";"";-20.658;-40.511
"focca - faculdade de olinda";"focca - faculdade de olinda";"";-8.009;-34.855
"faculdade anhanguera de limeira";"faculdade anhanguera de limeira";"";-22.565;-47.402
"faculdade anhangüera de sorocaba";"faculdade anhanguera de sorocaba";"";-23.502;-47.458
"faculdade cenecista de osório";"faculdade cenecista de osorio";"";-29.887;-50.27
"faculdade de ciências sociais e tecnológicas facitec";"faculdade de ciencias sociais e tecnologicas facitec";"";-15.78;-47.93
"faculdade de tecnologia de são paulo";"faculdade de tecnologia de sao paulo";"";-23.548;-46.636
"faculdades integradas de patos";"faculdades integradas de patos";"";-7.024;-37.28
"faculdade de ciências econômicas";"faculdade de ciencias economicas";"";-22.906;-47.061
"faculdade do litoral catarinense";"faculdade do litoral catarinense";"";-26.991;-48.635
"faculdade do litoral paranaense";"faculdade do litoral paranaense";"";-25.883;-48.575
"faculdade dom bosco de goioerê";"faculdade dom bosco de goioere";"";-24.185;-53.028
"faculdade dom heitor sales";"faculdade dom heitor sales";"";-5.795;-35.209
"faculdade de tecnologia de mococa";"faculdade de tecnologia de mococa";"";-21.468;-47.005
"faculdade teológica evangélica do rio de janeiro";"faculdade teologica evangelica do rio de janeiro";"";-22.903;-43.208
"faculdade de direito da fundação escola superior do ministério público";"faculdade de direito da fundacao escola superior do ministerio publico";"";-30.033;-51.23
"fai - centro de ensino superior em gestão, tecnologia e educação";"fai - centro de ensino superior em gestao, tecnologia e educacao";"";-22.252;-45.703
"faculdade presidente antônio carlos de lambari";"faculdade presidente antonio carlos de lambari";"";-21.976;-45.35
"faculdade presidente antõnio carlos de perdões";"faculdade presidente antonio carlos de perdoes";"";-21.091;-45.091
"faculdade de tecnologia assessoritec";"faculdade de tecnologia assessoritec";"";-26.304;-48.846
"faculdade de tecnologia de macapá";"faculdade de tecnologia de macapa";"";0.039;-51.066
"faculdade de informática do recife";"faculdade de informatica do recife";"";-8.009;-34.855
"faculdades integradas do tapajós";"faculdades integradas do tapajos";"";-2.443;-54.708
"faculdade teológica batista de são paulo";"faculdade teologica batista de sao paulo";"";-23.548;-46.636
"faculdade quirinópolis";"faculdade quirinopolis";"";-18.448;-50.452
"centro de ensino superior arcanjo mikael de arapiraca";"centro de ensino superior arcanjo mikael de arapiraca";"";-9.752;-36.661
"faculdade de tecnologia inesul do paraná";"faculdade de tecnologia inesul do parana";"";-25.428;-49.273
"instituto federal de educação, ciência e tecnologia do paraná";"instituto federal de educacao, ciencia e tecnologia do parana";"";-26.484;-51.991
"universidade presidente antônio carlos";"universidade presidente antonio carlos";"";-21.226;-43.774
"universidade federal da integração latino-americana";"universidade federal da integracao latino-americana";"unila";-25.548;-54.588
"universidade federal do recôncavo da bahia";"universidade federal do reconcavo da bahia";"ufrb";-12.67;-39.102
"faculdade de comunicação e turismo de olinda";"faculdade de comunicacao e turismo de olinda";"";-8.009;-34.855
"faculdade esamc uberlândia";"faculdade esamc uberlandia";"";-18.919;-48.277
"faculdade venda nova do imigrante";"faculdade venda nova do imigrante";"";-20.34;-41.135
"fundação de ensino superior de clevelândia";"fundacao de ensino superior de clevelandia";"";-26.396;-52.471
"faculdade metropolitana de guaramirim";"faculdade metropolitana de guaramirim";"";-26.473;-49.003
"centro universitário de várzea grande";"centro universitario de varzea grande";"";-15.647;-56.133
"escola de educação física de assis";"escola de educacao fisica de assis";"";-22.662;-50.412
"universidade regional do noroeste do estado do rio grande do sul";"universidade regional do noroeste do estado do rio grande do sul";"";-28.388;-53.915
"centro universitário augusto motta";"centro universitario augusto motta";"";-22.903;-43.208
"centro universitário barão de mauá";"centro universitario barao de maua";"";-21.178;-47.81
"faculdade brasil central";"faculdade brasil central";"";-15.762;-48.282
"faculdade camaqüense de ciências contábeis e administrativas";"faculdade camaquense de ciencias contabeis e administrativas";"";-30.851;-51.812
"faculdade de educação são braz";"faculdade de educacao sao braz";"";-25.428;-49.273
"faculdade de enfermagem";"faculdade de enfermagem";"";-7.191;-48.207
"faculdades unidas de pesquisa, ciências e saúde ltda";"faculdades unidas de pesquisa, ciencias e saude ltda";"";-13.858;-40.084
"faculdade de reabilitação da asce";"faculdade de reabilitacao da asce";"";-22.903;-43.208
"instituto superior de teologia aplicada";"instituto superior de teologia aplicada";"";-3.674;-40.239
"instituto superior de educação campo limpo paulista";"instituto superior de educacao campo limpo paulista";"";-23.206;-46.784
"faculdade de administração de fátima do sul";"faculdade de administracao de fatima do sul";"";-22.374;-54.514
"faculdade de administração de mariana";"faculdade de administracao de mariana";"";-20.378;-43.416
"faculdade de direito do vale do rio doce";"faculdade de direito do vale do rio doce";"";-18.851;-41.949
"faculdade de direito francisco beltrão";"faculdade de direito francisco beltrao";"";-26.081;-53.055
"faculdade educacional de medianeira";"faculdade educacional de medianeira";"";-25.295;-54.094
"faculdades integradas asmec";"faculdades integradas asmec";"";-22.283;-46.369
"instituto superior de ciências humanas e sociais aplicadas de abaeté";"instituto superior de ciencias humanas e sociais aplicadas de abaete";"";-19.16;-45.446
"universidade de uberaba";"universidade de uberaba";"";-19.748;-47.932
"universidade regional do cariri";"universidade regional do cariri";"";-7.234;-39.409
"fundação universidade federal da grande dourados";"fundacao universidade federal da grande dourados";"";-22.221;-54.806
"faculdade de nutrição da fundação de ensino superior de passos";"faculdade de nutricao da fundacao de ensino superior de passos";"";-20.719;-46.61
"faculdade de serviço social de passos";"faculdade de servico social de passos";"";-20.719;-46.61
"faculdade de tecnologia de pompeia - shunji nishimura";"faculdade de tecnologia de pompeia - shunji nishimura";"";-22.109;-50.172
"faculdades integradas de ariquemes";"faculdades integradas de ariquemes";"";-9.913;-63.041
"faculdade de tecnologia de americana";"faculdade de tecnologia de americana";"";-22.739;-47.331
"faculdade barddal de ciências contábeis";"faculdade barddal de ciencias contabeis";"";-27.597;-48.549
"faculdade comunitária de saúde da serra";"faculdade comunitaria de saude da serra";"";-20.129;-40.308
"faculdade de ciências contábeis";"faculdade de ciencias contabeis";"";-12.971;-38.511
"faculdade de tecnologia de botucatu";"faculdade de tecnologia de botucatu";"";-22.886;-48.445
"faculdade de tecnologia la salle - estrela";"faculdade de tecnologia la salle - estrela";"";-29.502;-51.966
"faculdade de tecnologia senac goiás";"faculdade de tecnologia senac goias";"";-16.679;-49.254
"faculdade de tecnologia tecbrasil - unidade novo hamburgo";"faculdade de tecnologia tecbrasil - unidade novo hamburgo";"";-29.678;-51.131
"faculdade do litoral sul paulista";"faculdade do litoral sul paulista";"";-24.006;-46.403
"faculdade empresarial de chapecó";"faculdade empresarial de chapeco";"";-27.096;-52.618
"faculdade de jaboticabal";"faculdade de jaboticabal";"";-21.255;-48.322
"faculdade dinâmica";"faculdade dinamica";"";-24.956;-53.455
"faculdade de tecnologia e ciências";"faculdade de tecnologia e ciencias";"";-12.971;-38.511
"faculdade de ciências humanas do vale do rio grande";"faculdade de ciencias humanas do vale do rio grande";"";-20.737;-48.915
"faculdade de ciencias humanas e sociais de serra talhada";"faculdade de ciencias humanas e sociais de serra talhada";"";-7.986;-38.296
"faculdade de ensino superior do piauí";"faculdade de ensino superior do piaui";"";-5.089;-42.802
"faculdade de estudos administrativos de minas gerais - fead-mg";"faculdade de estudos administrativos de minas gerais - fead-mg";"";-19.817;-43.956
"faculdade de josé bonifácio";"faculdade de jose bonifacio";"";-21.053;-49.688
"faculdade de tecnologia de carapicuiba";"faculdade de tecnologia de carapicuiba";"";-23.523;-46.836
"escola da cidade - faculdade de arquitetura e urbanismo";"escola da cidade - faculdade de arquitetura e urbanismo";"";-23.548;-46.636
"centro universitário estácio radial de são paulo - estácio uniradial";"centro universitario estacio radial de sao paulo - estacio uniradial";"";-23.548;-46.636
"universidade de caxias do sul";"universidade de caxias do sul";"";-29.168;-51.179
"universidade federal do ceará";"universidade federal do ceara";"ufc";-3.717;-38.543
"universidade de pernambuco";"universidade de pernambuco";"";-8.054;-34.881
"escola de matemática aplicada";"escola de matematica aplicada";"";-22.903;-43.208
"faculdade presidente antônio carlos de itanhandu";"faculdade presidente antonio carlos de itanhandu";"";-22.296;-44.935
"faculdade de ciências biomédicas do espírito santo";"faculdade de ciencias biomedicas do espirito santo";"";-20.264;-40.42
