"city";"count";"uf";"country";"latitude";"longitude"
"cascais";2;"lisbon";"portugal";38.6979;-9.42146
"osorno";2;"los lagos";"chile";-40.57395;-73.13348
"puerto montt";2;"los lagos";"chile";-41.46574;-72.94289
"pune";2;"mahārāshtra";"india";18.51957;73.85535
"coelho neto";2;"maranhão";"brazil";-4.25667;-43.01278
"são joão dos patos";2;"maranhão";"brazil";-6.495;-43.70222
"timon";2;"maranhão";"brazil";-5.09417;-42.83667
"vitória do mearim";2;"maranhão";"brazil";-3.46222;-44.87056
"nova olímpia";2;"mato grosso";"brazil";-14.79722;-57.28806
"cauquenes";2;"maule";"chile";-35.9671;-72.32248
"toluca";2;"méxico";"mexico";19.28786;-99.65324
"morelia";2;"michoacán";"mexico";19.70078;-101.18443
"buritizeiro";2;"minas gerais";"brazil";-17.35111;-44.96222
"cláudio";2;"minas gerais";"brazil";-20.44333;-44.76583
"ibirité";2;"minas gerais";"brazil";-20.02194;-44.05889
"pedra azul";2;"minas gerais";"brazil";-16.00528;-41.29722
"várzea da palma";2;"minas gerais";"brazil";-17.5976;-44.73367
"minneapolis";2;"minnesota";"united states";44.97997;-93.26384
"posadas";2;"misiones";"argentina";-27.36708;-55.89608
"st. louis";2;"missouri";"united states";38.62727;-90.19789
"ilo";2;"moquegua";"peru";-17.63944;-71.3375
"nampula";2;"nampula";"mozambique";-15.11646;39.2666
"delhi";2;"nct";"india";28.65381;77.22897
"new york city";2;"new york";"united states";40.71427;-74.00597
"belfast";2;"n ireland";"united kingdom";54.58333;-5.93333
"ocaña";2;"norte de santander";"colombia";8.23773;-73.35604
"chapel hill";2;"north carolina";"united states";35.9132;-79.05584
"aachen";2;"north rhine-westphalia";"germany";50.77664;6.08342
"dortmund";2;"north rhine-westphalia";"germany";51.51494;7.466
"herford";2;"north rhine-westphalia";"germany";52.11457;8.67343
"münster";2;"north rhine-westphalia";"germany";51.96236;7.62571
"chārsadda";2;"north-west frontier province";"pakistan";34.14345;71.73173
"swābi";2;"north-west frontier province";"pakistan";34.11988;72.46987
"rengo";2;"o'higgins";"chile";-34.40639;-70.85834
"kitchener";2;"ontario";"canada";43.42537;-80.5112
"isfahan";2;"ostān-e eşfahān";"iran";32.65246;51.67462
"raalte";2;"overijssel";"netherlands";52.38583;6.275
"breves";2;"pará";"brazil";-1.68222;-50.48028
"igarapé açu";2;"pará";"brazil";-1.12889;-47.62
"moju";2;"pará";"brazil";-1.88389;-48.76889
"portel";2;"pará";"brazil";-1.93556;-50.82111
"são miguel do guamá";2;"pará";"brazil";-1.62667;-47.48333
"tomé açu";2;"pará";"brazil";-2.41889;-48.15222
"piraquara";2;"paraná";"brazil";-25.44227;-49.06795
"quatro barras";2;"paraná";"brazil";-25.36556;-49.07694
"wenceslau braz";2;"paraná";"brazil";-23.87389;-49.80278
"afogados da ingazeira";2;"pernambuco";"brazil";-7.75083;-37.63917
"brejo da madre de deus";2;"pernambuco";"brazil";-8.14583;-36.37111
"glória do goitá";2;"pernambuco";"brazil";-8.00167;-35.29278
"ipojuca";2;"pernambuco";"brazil";-8.39889;-35.06389
"ipubi";2;"pernambuco";"brazil";-7.65194;-40.14889
"tabira";2;"pernambuco";"brazil";-7.59083;-37.53944
"tamandaré";2;"pernambuco";"brazil";-8.75632;-35.09995
"josé de freitas";2;"piauí";"brazil";-4.75639;-42.57556
"pedro ii";2;"piauí";"brazil";-4.42472;-41.45861
"ivrea";2;"piedmont";"italy";45.46723;7.87617
"niort";2;"poitou-charentes";"france";46.32313;-0.45877
"vila do conde";2;"porto";"portugal";41.35481;-8.7434
"praia";2;"praia";"cape verde";14.93152;-23.51254
"vladivostok";2;"primorskiy";"russia";43.10562;131.87353
"avignon";2;"provence-alpes-côte d'azur";"france";43.94834;4.80892
"cannes";2;"provence-alpes-côte d'azur";"france";43.55135;7.01275
"juliaca";2;"puno";"peru";-15.5;-70.13333
"armenia";2;"quindío";"colombia";4.53389;-75.68111
"mashhad";2;"razavi khorasan";"iran";36.31559;59.56796
"bad kreuznach";2;"rheinland-pfalz";"germany";49.8414;7.86713
"kaiserslautern";2;"rheinland-pfalz";"germany";49.443;7.77161
"riga";2;"rīga";"latvia";56.946;24.10589
"são joão da barra";2;"rio de janeiro";"brazil";-21.64028;-41.05111
"canguaretama";2;"rio grande do norte";"brazil";-6.38;-35.12889
"butiá";2;"rio grande do sul";"brazil";-30.11972;-51.96222
"estância velha";2;"rio grande do sul";"brazil";-29.64833;-51.17389
"ivoti";2;"rio grande do sul";"brazil";-29.59111;-51.16056
"portão";2;"rio grande do sul";"brazil";-29.70167;-51.24194
"tramandaí";2;"rio grande do sul";"brazil";-29.98472;-50.13361
"rivne";2;"rivnens’ka oblast’";"ukraine";50.62308;26.22743
"ariquemes";2;"rondônia";"brazil";-9.91333;-63.04083
"jaru";2;"rondônia";"brazil";-10.43889;-62.46639
"ouro preto do oeste";2;"rondônia";"brazil";-10.74806;-62.21583
"pimenta bueno";2;"rondônia";"brazil";-11.6725;-61.19361
"cabaiguán";2;"sancti spíritus";"cuba";22.07889;-79.49917
"san josé de mayo";2;"san josé";"uruguay";-34.3375;-56.71361
"gaspar";2;"santa catarina";"brazil";-26.93139;-48.95889
"guaramirim";2;"santa catarina";"brazil";-26.47306;-49.00278
"santo amaro da imperatriz";2;"santa catarina";"brazil";-27.68806;-48.77861
"reconquista";2;"santa fe";"argentina";-29.15;-59.65
"venado tuerto";2;"santa fe";"argentina";-33.74556;-61.96885
"américo brasiliense";2;"são paulo";"brazil";-21.72444;-48.10167
"artur nogueira";2;"são paulo";"brazil";-22.57306;-47.1725
"barrinha";2;"são paulo";"brazil";-21.19361;-48.16389
"cajamar";2;"são paulo";"brazil";-23.35611;-46.87694
"embu guaçu";2;"são paulo";"brazil";-23.83222;-46.81139
"hortolândia";2;"são paulo";"brazil";-22.85833;-47.22
"ilhabela";2;"são paulo";"brazil";-23.77806;-45.35806
"itaí";2;"são paulo";"brazil";-23.41778;-49.09056
"itatinga";2;"são paulo";"brazil";-23.10167;-48.61583
"jarinu";2;"são paulo";"brazil";-23.10139;-46.72833
"mairiporã";2;"são paulo";"brazil";-23.31861;-46.58667
"piracaia";2;"são paulo";"brazil";-23.05389;-46.35806
"salto de pirapora";2;"são paulo";"brazil";-23.64889;-47.57333
"ubatuba";2;"são paulo";"brazil";-23.43389;-45.07111
"mindelo";2;"são vicente";"cape verde";16.89014;-24.98042
"leipzig";2;"saxony";"germany";51.33962;12.37129
"elmshorn";2;"schleswig-holstein";"germany";53.75396;9.65339
"seoul";2;"seoul";"south korea";37.566;126.9784
"itabaianinha";2;"sergipe";"brazil";-11.27389;-37.79
"catania";2;"sicily";"italy";37.49223;15.07041
"lund";2;"skåne";"sweden";55.70584;13.19321
"odense";2;"south denmark";"denmark";55.39594;10.38831
"sincelejo";2;"sucre";"colombia";9.30472;-75.39778
"tacuarembó";2;"tacuarembó";"uruguay";-31.73333;-55.98333
"chennai";2;"tamil nādu";"india";13.08784;80.27847
"iquique";2;"tarapacá";"chile";-20.22036;-70.13913
"bryan";2;"texas";"united states";30.67436;-96.36996
"houston";2;"texas";"united states";29.76328;-95.36327
"lubbock";2;"texas";"united states";33.57786;-101.85517
"ancona";2;"the marches";"italy";43.5942;13.50337
"gera";2;"thuringia";"germany";50.88029;12.08187
"jena";2;"thuringia";"germany";50.92878;11.5899
"tashkent";2;"toshkent shahri";"uzbekistan";41.26465;69.21627
"tottori";2;"tottori";"japan";35.5;134.23333
"ambato";2;"tungurahua";"ecuador";-1.24908;-78.61675
"foligno";2;"umbria";"italy";42.95324;12.70664
"perugia";2;"umbria";"italy";43.1122;12.38878
"linz";2;"upper austria";"austria";48.30639;14.28611
"uppsala";2;"uppsala";"sweden";59.85882;17.63889
"allahābād";2;"uttar pradesh";"india";25.44894;81.83329
"gonda";2;"uttar pradesh";"india";27.13253;81.96897
"quilpué";2;"valparaíso";"chile";-33.04752;-71.44249
"belluno";2;"veneto";"italy";46.14675;12.21324
"treviso";2;"veneto";"italy";45.66908;12.23614
"monção";2;"viana do castelo";"portugal";42.07892;-8.48076
"placetas";2;"villa clara";"cuba";22.31194;-79.65333
"sagua la grande";2;"villa clara";"cuba";22.80667;-80.07556
"arlon";2;"walloon region";"belgium";49.68333;5.81667
"seattle";2;"washington";"united states";47.60621;-122.33207
"yerevan";2;"yerevan";"armenia";40.18111;44.51361
"zadar";2;"zadarska";"croatia";44.11972;15.24222
"quelimane";2;"zambézia";"mozambique";-17.87861;36.88833
"winterthur";2;"zurich";"switzerland";47.50003;8.7251
"zürich";2;"zurich";"switzerland";47.36667;8.55
"abatiá";2;"";"brazil";-23.304;-50.313
"aceguá";2;"";"brazil";-31.868;-54.162
"águas de santa bárbara";2;"";"brazil";-22.881;-49.239
"águas formosas";2;"";"brazil";-17.082;-40.936
"alagoa nova";2;"";"brazil";-7.071;-35.758
"alcantil";2;"";"brazil";-7.744;-36.056
"aliança";2;"";"brazil";-7.603;-35.231
"alterosa";2;"";"brazil";-21.249;-46.143
"altinho";2;"";"brazil";-8.49;-36.059
"alto alegre";2;"";"brazil";2.98;-61.292
"alto jequitibá";2;"";"brazil";-20.424;-41.966
"ampére";2;"";"brazil";-25.915;-53.473
"anadia";2;"";"brazil";-9.684;-36.304
"anajatuba";2;"";"brazil";-3.264;-44.62
"angélica";2;"";"brazil";-22.153;-53.771
"anguera";2;"";"brazil";-12.151;-39.246
"apiacá";2;"";"brazil";-21.154;-41.568
"arabutã";2;"";"brazil";-27.16;-52.142
"araguacema";2;"";"brazil";-8.804;-49.556
"araioses";2;"";"brazil";-2.89;-41.903
"araripe";2;"";"brazil";-7.213;-40.046
"araruna";2;"";"brazil";-6.558;-35.742
"aroeiras";2;"";"brazil";-7.545;-35.708
"ascurra";2;"";"brazil";-26.955;-49.376
"assaré";2;"";"brazil";-6.874;-39.875
"atalanta";2;"";"brazil";-27.42;-49.781
"augusto severo";2;"";"brazil";-5.864;-37.31
"axixá";2;"";"brazil";-2.837;-44.053
"banabuiú";2;"";"brazil";-5.31;-38.921
"bananal";2;"";"brazil";-22.684;-44.323
"barão de melgaço";2;"";"brazil";-16.279;-55.958
"barracão";2;"";"brazil";-27.672;-51.461
"barra de santa rosa";2;"";"brazil";-6.72;-36.061
"barreirinha";2;"";"brazil";-2.793;-57.07
"barro alto";2;"";"brazil";-14.971;-48.916
"barros cassal";2;"";"brazil";-29.093;-52.583
"batayporã";2;"";"brazil";-22.295;-53.271
"belém de são francisco";2;"";"brazil";-8.758;-38.964
"belo vale";2;"";"brazil";-20.408;-44.024
"belterra";2;"";"brazil";-2.636;-54.937
"benedito novo";2;"";"brazil";-26.783;-49.364
"bequimão";2;"";"brazil";-2.449;-44.783
"boa esperança do iguaçu";2;"";"brazil";-25.636;-53.212
"boa nova";2;"";"brazil";-14.363;-40.208
"bocaiúva do sul";2;"";"brazil";-25.206;-49.115
"bofete";2;"";"brazil";-23.102;-48.258
"bom princípio";2;"";"brazil";-29.489;-51.353
"bom retiro";2;"";"brazil";-27.797;-49.489
"bonito de santa fé";2;"";"brazil";-7.313;-38.515
"boquim";2;"";"brazil";-11.147;-37.621
"borá";2;"";"brazil";-22.27;-50.534
"botumirim";2;"";"brazil";-16.872;-43.011
"brasilândia";2;"";"brazil";-21.256;-52.037
"brasileira";2;"";"brazil";-4.131;-41.782
"brejo";2;"";"brazil";-3.684;-42.75
"brejões";2;"";"brazil";-13.104;-39.796
"buritizal";2;"";"brazil";-20.191;-47.708
"cabaceiras";2;"";"brazil";-7.489;-36.287
"cachoeira do arari";2;"";"brazil";-1.011;-48.963
"cacimba de dentro";2;"";"brazil";-6.642;-35.79
"cacique doble";2;"";"brazil";-27.77;-51.66
"cajuri";2;"";"brazil";-20.791;-42.797
"campina da lagoa";2;"";"brazil";-24.592;-52.799
"campo redondo";2;"";"brazil";-6.243;-36.183
"canápolis";2;"";"brazil";-13.07;-44.202
"candeal";2;"";"brazil";-11.808;-39.119
"candiba";2;"";"brazil";-14.411;-42.867
"canelinha";2;"";"brazil";-27.265;-48.768
"canto do buriti";2;"";"brazil";-8.11;-42.944
"caparaó";2;"";"brazil";-20.521;-41.907
"capela do alto";2;"";"brazil";-23.471;-47.735
"capitão leônidas marques";2;"";"brazil";-25.479;-53.614
"careiro";2;"";"brazil";-3.768;-60.369
"carinhanha";2;"";"brazil";-14.305;-43.765
"cariús";2;"";"brazil";-6.537;-39.497
"carlópolis";2;"";"brazil";-23.425;-49.721
"carmópolis";2;"";"brazil";-10.648;-36.989
"carmópolis de minas";2;"";"brazil";-20.541;-44.635
"carnaíba";2;"";"brazil";-7.805;-37.794
"casa nova";2;"";"brazil";-9.162;-40.971
"catiguá";2;"";"brazil";-21.049;-49.058
"cedro de são joão";2;"";"brazil";-10.252;-36.884
"chaval";2;"";"brazil";-3.034;-41.244
"chavantes";2;"";"brazil";-23.039;-49.709
"chiapetta";2;"";"brazil";-27.923;-53.941
"cidade gaúcha";2;"";"brazil";-23.38;-52.945
"cipó";2;"";"brazil";-11.1;-38.517
"cipotânea";2;"";"brazil";-20.905;-43.366
"cocal do sul";2;"";"brazil";-28.601;-49.326
"colorado do oeste";2;"";"brazil";-13.117;-60.542
"conceição do mato dentro";2;"";"brazil";-19.037;-43.425
"condeúba";2;"";"brazil";-14.895;-41.969
"contendas do sincorá";2;"";"brazil";-13.763;-41.041
"coqueiral";2;"";"brazil";-21.189;-45.441
"cordisburgo";2;"";"brazil";-19.125;-44.321
"coreaú";2;"";"brazil";-3.533;-40.657
"corumbaíba";2;"";"brazil";-18.142;-48.562
"costa rica";2;"";"brazil";-18.544;-53.129
"cristais";2;"";"brazil";-20.876;-45.519
"cristalândia";2;"";"brazil";-10.6;-49.193
"cristália";2;"";"brazil";-16.8;-42.862
"crucilândia";2;"";"brazil";-20.384;-44.337
"cruzeta";2;"";"brazil";-6.412;-36.79
"cruz machado";2;"";"brazil";-26.017;-51.347
"curuçá";2;"";"brazil";-0.734;-47.855
"delfinópolis";2;"";"brazil";-20.344;-46.854
"dianópolis";2;"";"brazil";-11.628;-46.821
"divino das laranjeiras";2;"";"brazil";-18.778;-41.48
"dolcinópolis";2;"";"brazil";-20.123;-50.513
"dom basílio";2;"";"brazil";-13.76;-41.771
"dom cavati";2;"";"brazil";-19.374;-42.106
"dom feliciano";2;"";"brazil";-30.704;-52.108
"douradoquara";2;"";"brazil";-18.431;-47.609
"duas barras";2;"";"brazil";-22.051;-42.522
"edéia";2;"";"brazil";-17.339;-49.931
"elisiário";2;"";"brazil";-21.166;-49.112
"estrela do sul";2;"";"brazil";-18.746;-47.693
"exu";2;"";"brazil";-7.512;-39.724
"fátima";2;"";"brazil";-10.761;-48.907
"feira nova";2;"";"brazil";-10.264;-37.313
"fernando prestes";2;"";"brazil";-21.264;-48.685
"floreal";2;"";"brazil";-20.677;-50.145
"floresta azul";2;"";"brazil";-14.86;-39.66
"formoso";2;"";"brazil";-13.654;-48.882
"formoso do araguaia";2;"";"brazil";-11.797;-49.529
"fortaleza dos valos";2;"";"brazil";-28.797;-53.223
"frei gaspar";2;"";"brazil";-18.066;-41.429
"frei paulo";2;"";"brazil";-10.549;-37.534
"fronteiras";2;"";"brazil";-7.088;-40.616
"fundão";2;"";"brazil";-19.933;-40.407
"garopaba";2;"";"brazil";-28.023;-48.613
"general salgado";2;"";"brazil";-20.648;-50.361
"glicério";2;"";"brazil";-21.384;-50.211
"grão mogol";2;"";"brazil";-16.559;-42.89
"guapó";2;"";"brazil";-16.831;-49.532
"guaraí";2;"";"brazil";-8.834;-48.51
"guarani d'oeste";2;"";"brazil";-20.075;-50.339
"guarantã";2;"";"brazil";-21.895;-49.59
"guidoval";2;"";"brazil";-21.152;-42.797
"guimarânia";2;"";"brazil";-18.844;-46.793
"gurinhatã";2;"";"brazil";-19.213;-49.786
"humberto de campos";2;"";"brazil";-2.598;-43.461
"iacanga";2;"";"brazil";-21.89;-49.025
"iacri";2;"";"brazil";-21.858;-50.689
"ibateguara";2;"";"brazil";-8.973;-35.939
"ibiaçá";2;"";"brazil";-28.057;-51.855
"ibiraçu";2;"";"brazil";-19.832;-40.37
"ibituruna";2;"";"brazil";-21.153;-44.748
"icém";2;"";"brazil";-20.342;-49.195
"ilhota";2;"";"brazil";-26.9;-48.827
"imaruí";2;"";"brazil";-28.341;-48.82
"inajá";2;"";"brazil";-8.903;-37.827
"inconfidentes";2;"";"brazil";-22.317;-46.328
"indianópolis";2;"";"brazil";-19.039;-47.917
"inocência";2;"";"brazil";-19.726;-51.93
"ipanguaçu";2;"";"brazil";-5.498;-36.855
"ipê";2;"";"brazil";-28.82;-51.279
"ipiranga";2;"";"brazil";-25.024;-50.584
"iraí de minas";2;"";"brazil";-18.984;-47.461
"iramaia";2;"";"brazil";-13.286;-40.951
"irineópolis";2;"";"brazil";-26.239;-50.8
"itaiçaba";2;"";"brazil";-4.674;-37.822
"itainópolis";2;"";"brazil";-7.447;-41.478
"itaju";2;"";"brazil";-21.981;-48.805
"itapebi";2;"";"brazil";-15.951;-39.534
"itapitanga";2;"";"brazil";-14.423;-39.565
"itaporã";2;"";"brazil";-22.079;-54.789
"itapororoca";2;"";"brazil";-6.83;-35.247
"itiruçu";2;"";"brazil";-13.532;-40.15
"itiúba";2;"";"brazil";-10.691;-39.853
"itobi";2;"";"brazil";-21.737;-46.975
"ituaçu";2;"";"brazil";-13.813;-41.297
"itueta";2;"";"brazil";-19.394;-41.17
"iúna";2;"";"brazil";-20.346;-41.536
"jaborandi";2;"";"brazil";-20.688;-48.413
"jaboticaba";2;"";"brazil";-27.631;-53.277
"jacinto machado";2;"";"brazil";-28.997;-49.764
"jaguaré";2;"";"brazil";-18.906;-40.076
"jaguaretama";2;"";"brazil";-5.613;-38.767
"janiópolis";2;"";"brazil";-24.142;-52.782
"japoatã";2;"";"brazil";-10.347;-36.801
"jeceaba";2;"";"brazil";-20.535;-43.983
"jericó";2;"";"brazil";-6.554;-37.809
"jeriquara";2;"";"brazil";-20.311;-47.589
"jesuítas";2;"";"brazil";-24.385;-53.388
"joão alfredo";2;"";"brazil";-7.856;-35.588
"joão ramalho";2;"";"brazil";-22.25;-50.768
"jucurutu";2;"";"brazil";-6.034;-37.02
"juína";2;"";"brazil";-11.378;-58.741
"junqueiro";2;"";"brazil";-9.925;-36.476
"juramento";2;"";"brazil";-16.848;-43.587
"lacerdópolis";2;"";"brazil";-27.26;-51.556
"lagamar";2;"";"brazil";-18.178;-46.808
"lagoa do ouro";2;"";"brazil";-9.127;-36.459
"lagoa dourada";2;"";"brazil";-20.914;-44.078
"lagoinha";2;"";"brazil";-23.091;-45.19
"laranja da terra";2;"";"brazil";-19.899;-41.057
"laurentino";2;"";"brazil";-27.217;-49.733
"lavras do sul";2;"";"brazil";-30.813;-53.895
"lebon régis";2;"";"brazil";-26.929;-50.695
"liberdade";2;"";"brazil";-22.029;-44.32
"lucianópolis";2;"";"brazil";-22.431;-49.523
"machacalis";2;"";"brazil";-17.077;-40.716
"magalhães de almeida";2;"";"brazil";-3.396;-42.204
"magda";2;"";"brazil";-20.644;-50.226
"mairi";2;"";"brazil";-11.711;-40.149
"mallet";2;"";"brazil";-25.878;-50.821
"mandirituba";2;"";"brazil";-25.779;-49.326
"manicoré";2;"";"brazil";-5.809;-61.3
"manoel ribas";2;"";"brazil";-24.516;-51.668
"maquiné";2;"";"brazil";-29.675;-50.207
"marilena";2;"";"brazil";-22.736;-53.04
"mariluz";2;"";"brazil";-24.002;-53.146
"mar vermelho";2;"";"brazil";-9.448;-36.388
"marzagão";2;"";"brazil";-17.981;-48.641
"massaranduba";2;"";"brazil";-26.611;-49.008
"matias barbosa";2;"";"brazil";-21.869;-43.319
"matões";2;"";"brazil";-5.519;-43.199
"matutina";2;"";"brazil";-19.223;-45.969
"mazagão";2;"";"brazil";-0.115;-51.289
"mendes pimentel";2;"";"brazil";-18.661;-41.405
"mercês";2;"";"brazil";-21.194;-43.341
"miguel calmon";2;"";"brazil";-11.429;-40.595
"mirador";2;"";"brazil";-6.371;-44.363
"mirassol d'oeste";2;"";"brazil";-15.675;-58.096
"modelo";2;"";"brazil";-26.778;-53.055
"moema";2;"";"brazil";-19.843;-45.411
"monções";2;"";"brazil";-20.85;-50.092
"montanha";2;"";"brazil";-18.127;-40.363
"monte belo";2;"";"brazil";-21.326;-46.368
"monte santo";2;"";"brazil";-10.438;-39.333
"morros";2;"";"brazil";-2.864;-44.039
"mucugê";2;"";"brazil";-13.005;-41.371
"mulungu";2;"";"brazil";-4.306;-38.996
"muniz freire";2;"";"brazil";-20.464;-41.413
"mutuípe";2;"";"brazil";-13.229;-39.505
"não-me-toque";2;"";"brazil";-28.459;-52.821
"natividade da serra";2;"";"brazil";-23.376;-45.442
"nazarezinho";2;"";"brazil";-6.916;-38.325
"nossa senhora do livramento";2;"";"brazil";-15.775;-56.346
"nova américa";2;"";"brazil";-15.022;-49.896
"nova andradina";2;"";"brazil";-22.233;-53.343
"nova araçá";2;"";"brazil";-28.659;-51.745
"nova erechim";2;"";"brazil";-26.903;-52.906
"nova esperança do sul";2;"";"brazil";-29.41;-54.829
"nova fátima";2;"";"brazil";-23.432;-50.564
"nova independência";2;"";"brazil";-21.104;-51.49
"novais";2;"";"brazil";-20.992;-48.919
"nova ponte";2;"";"brazil";-19.136;-47.683
"nova resende";2;"";"brazil";-21.126;-46.42
"nova santa rita";2;"";"brazil";-29.857;-51.274
"nova xavantina";2;"";"brazil";-14.673;-52.353
"novo cruzeiro";2;"";"brazil";-17.468;-41.875
"ocauçu";2;"";"brazil";-22.439;-49.923
"olho d'água";2;"";"brazil";-7.228;-37.751
"oliveira dos brejinhos";2;"";"brazil";-12.317;-42.896
"olivença";2;"";"brazil";-9.519;-37.191
"orizona";2;"";"brazil";-17.031;-48.296
"ourém";2;"";"brazil";-1.548;-47.119
"palhano";2;"";"brazil";-4.745;-37.959
"palmeirina";2;"";"brazil";-9.004;-36.326
"papanduva";2;"";"brazil";-26.37;-50.144
"paraíso do norte";2;"";"brazil";-23.281;-52.602
"paranacity";2;"";"brazil";-22.93;-52.151
"paranaiguara";2;"";"brazil";-18.916;-50.654
"paraú";2;"";"brazil";-5.774;-37.101
"paraúna";2;"";"brazil";-16.948;-50.449
"passa tempo";2;"";"brazil";-20.651;-44.496
"passo de camaragibe";2;"";"brazil";-9.238;-35.493
"paulistânia";2;"";"brazil";-22.578;-49.403
"peçanha";2;"";"brazil";-18.549;-42.557
"pedrinhas";2;"";"brazil";-11.192;-37.674
"pedro gomes";2;"";"brazil";-18.101;-54.552
"pendências";2;"";"brazil";-5.26;-36.722
"pereiras";2;"";"brazil";-23.076;-47.976
"piau";2;"";"brazil";-21.509;-43.323
"pimenta";2;"";"brazil";-20.484;-45.799
"pinhal";2;"";"brazil";-27.511;-53.215
"pinheiros";2;"";"brazil";-18.412;-40.215
"piquerobi";2;"";"brazil";-21.868;-51.729
"piracema";2;"";"brazil";-20.508;-44.483
"piranguinho";2;"";"brazil";-22.401;-45.532
"pirapemas";2;"";"brazil";-3.727;-44.223
"pirapó";2;"";"brazil";-28.045;-55.199
"pirapora do bom jesus";2;"";"brazil";-23.397;-47.002
"piratini";2;"";"brazil";-31.448;-53.104
"pirenópolis";2;"";"brazil";-15.852;-48.959
"pocinhos";2;"";"brazil";-7.077;-36.061
"pontalina";2;"";"brazil";-17.526;-49.449
"porto franco";2;"";"brazil";-6.338;-47.399
"porto murtinho";2;"";"brazil";-21.699;-57.883
"porto real do colégio";2;"";"brazil";-10.186;-36.84
"porto xavier";2;"";"brazil";-27.906;-55.138
"poté";2;"";"brazil";-17.807;-41.786
"potengi";2;"";"brazil";-7.091;-40.027
"pouso alto";2;"";"brazil";-22.194;-44.973
"quatiguá";2;"";"brazil";-23.567;-49.914
"quedas do iguaçu";2;"";"brazil";-25.45;-52.908
"quilombo";2;"";"brazil";-26.726;-52.721
"rafard";2;"";"brazil";-23.012;-47.527
"realeza";2;"";"brazil";-25.767;-53.527
"rebouças";2;"";"brazil";-25.621;-50.693
"reginópolis";2;"";"brazil";-21.888;-49.225
"reriutaba";2;"";"brazil";-4.142;-40.582
"ressaquinha";2;"";"brazil";-21.063;-43.763
"rio das flores";2;"";"brazil";-22.168;-43.586
"rio doce";2;"";"brazil";-20.242;-42.907
"rio paranaíba";2;"";"brazil";-19.194;-46.247
"rio pardo de minas";2;"";"brazil";-15.61;-42.54
"rio preto";2;"";"brazil";-22.089;-43.828
"rosário do catete";2;"";"brazil";-10.696;-37.031
"rubim";2;"";"brazil";-16.375;-40.538
"salinas da margarida";2;"";"brazil";-12.871;-38.764
"salto do lontra";2;"";"brazil";-25.784;-53.309
"santa albertina";2;"";"brazil";-20.032;-50.728
"santa amélia";2;"";"brazil";-23.266;-50.424
"santa clara d'oeste";2;"";"brazil";-20.089;-50.954
"santa cruz de monte castelo";2;"";"brazil";-22.953;-53.297
"santa cruz do escalvado";2;"";"brazil";-20.236;-42.814
"santa juliana";2;"";"brazil";-19.309;-47.525
"santa maria da serra";2;"";"brazil";-22.567;-48.161
"santa maria de jetibá";2;"";"brazil";-20.041;-40.746
"santa maria madalena";2;"";"brazil";-21.955;-42.008
"santa rita de caldas";2;"";"brazil";-22.029;-46.337
"santa rosa de lima";2;"";"brazil";-28.039;-49.128
"santa salete";2;"";"brazil";-20.245;-50.688
"santa vitória";2;"";"brazil";-18.839;-50.121
"santo antônio das missões";2;"";"brazil";-28.511;-55.228
"santo antônio do paraíso";2;"";"brazil";-23.494;-50.646
"santo antônio dos lopes";2;"";"brazil";-4.869;-44.36
"são bento do una";2;"";"brazil";-8.523;-36.444
"são fernando";2;"";"brazil";-6.376;-37.184
"são joão batista do glória";2;"";"brazil";-20.641;-46.506
"são joão da urtiga";2;"";"brazil";-27.82;-51.828
"são joão do cariri";2;"";"brazil";-7.391;-36.533
"são jorge d'oeste";2;"";"brazil";-25.706;-52.918
"são josé da laje";2;"";"brazil";-9.01;-36.058
"são josé de piranhas";2;"";"brazil";-7.121;-38.502
"são josé do barreiro";2;"";"brazil";-22.645;-44.578
"são josé do cerrito";2;"";"brazil";-27.663;-50.58
"são luís do curu";2;"";"brazil";-3.67;-39.243
"são pedro dos ferros";2;"";"brazil";-20.17;-42.524
"são rafael";2;"";"brazil";-5.799;-36.921
"são roque de minas";2;"";"brazil";-20.245;-46.366
"são sebastião da boa vista";2;"";"brazil";-1.718;-49.541
"são sebastião do umbuzeiro";2;"";"brazil";-8.152;-37.01
"saúde";2;"";"brazil";-10.941;-40.418
"senhora de oliveira";2;"";"brazil";-20.794;-43.344
"serra azul";2;"";"brazil";-21.311;-47.566
"serrita";2;"";"brazil";-7.933;-39.296
"serro";2;"";"brazil";-18.605;-43.379
"silveirânia";2;"";"brazil";-21.159;-43.215
"silvianópolis";2;"";"brazil";-22.029;-45.835
"siqueira campos";2;"";"brazil";-23.689;-49.834
"solonópole";2;"";"brazil";-5.733;-39.008
"taiaçu";2;"";"brazil";-21.144;-48.513
"taipu";2;"";"brazil";-5.622;-35.597
"tamboara";2;"";"brazil";-23.2;-52.469
"tangará da serra";2;"";"brazil";-14.619;-57.486
"tapira";2;"";"brazil";-23.323;-53.068
"taquarana";2;"";"brazil";-9.645;-36.497
"taquaritinga do norte";2;"";"brazil";-7.903;-36.044
"tavares";2;"";"brazil";-31.287;-51.094
"teixeira de freitas";2;"";"brazil";-17.535;-39.742
"tesouro";2;"";"brazil";-16.079;-53.553
"tibagi";2;"";"brazil";-24.509;-50.414
"timburi";2;"";"brazil";-23.205;-49.607
"tocantinópolis";2;"";"brazil";-6.329;-47.416
"tomazina";2;"";"brazil";-23.778;-49.95
"três arroios";2;"";"brazil";-27.499;-52.147
"treze tílias";2;"";"brazil";-27.002;-51.406
