;Label;Modularity Class;City;State;Country;In-Degree;Out-Degree;Degree;Weighted Degree;Weighted In-Degree;Weighted Out-Degree;;;;
;faculdade de administracao de fatima do sul;instituition;fatima do sul;mato grosso do sul;brazil;1;0;1;1;1;0;;;;
;faculdade porto das aguas;instituition;porto belo;santa catarina;brazil;1;0;1;1;1;0;;;;
;faculdade de formacao de professores de araripina;instituition;araripina;pernambuco;brazil;1;0;1;1;1;0;;;;
;instituto de ensino superior multiplo;instituition;timon;maranhao;brazil;1;0;1;1;1;0;;;;
;faculdade regional serrana;instituition;venda nova do imigrante;espirito santo;brazil;1;0;1;1;1;0;;;;
;faculdade de tecnologia de cruzeiro do oeste;instituition;cruzeiro do oeste;parana;brazil;1;0;1;1;1;0;;;;
;faculdade sao marcos;instituition;porto nacional;tocantins;brazil;1;0;1;1;1;0;;;;
;faculdade de administracao e ciencias contabeis de sao roque;instituition;sao roque;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade sao judas tadeu de pinhais;instituition;pinhais;parana;brazil;1;0;1;1;1;0;;;;
;faculdade integral cantareira;instituition;sao paulo;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade integrada brasil amazonia;instituition;belem;para;brazil;1;0;1;1;1;0;;;;
;faculdade santa catarina;instituition;recife;pernambuco;brazil;1;0;1;1;1;0;;;;
;faculdade de ciencias medicas e da saude de juiz de fora;instituition;juiz de fora;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade cambury;instituition;goiania;goias;brazil;1;0;1;1;1;0;;;;
;faculdade do piaui;instituition;teresina;piaui;brazil;1;0;1;1;1;0;;;;
;castelli escola superior de hotelaria;instituition;canela;rio grande do sul;brazil;1;0;1;1;1;0;;;;
;faculdade de engenharia de passos;instituition;passos;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade asces;instituition;caruaru;pernambuco;brazil;1;0;1;1;1;0;;;;
;faculdade paraiso do ceara;instituition;juazeiro do norte;ceara;brazil;1;0;1;1;1;0;;;;
;universidade federal do cariri;instituition;juazeiro do norte;ceara;brazil;1;0;1;1;1;0;;;;
;faculdade de ciencias humanas de aguai;instituition;aguai;sao paulo;brazil;1;0;1;1;1;0;;;;
;instituto metropolitano de ensino superior;instituition;ipatinga;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade do sul da bahia;instituition;teixeira de freitas;bahia;brazil;1;0;1;1;1;0;;;;
;centro superior de ensino e pesquisa de machado;instituition;machado;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade de ampere;instituition;ampere;parana;brazil;1;0;1;1;1;0;;;;
;fundacao antonio prudente hospital a c camargo;instituition;sao paulo;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade serrana de ensino superior;instituition;brasilia;federal district;brazil;1;0;1;1;1;0;;;;
;escola superior de administracao direito e economia;instituition;porto alegre;rio grande do sul;brazil;1;0;1;1;1;0;;;;
;faculdade de ribeirao preto;instituition;ribeirao preto;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade sergipana;instituition;aracaju;sergipe;brazil;1;0;1;1;1;0;;;;
;faculdade de tecnologia de jundiai;instituition;jundiai;sao paulo;brazil;1;0;1;1;1;0;;;;
;instituto de ensino e pesquisa objetivo;instituition;palmas;tocantins;brazil;1;0;1;1;1;0;;;;
;faculdade anhanguera de limeira;instituition;limeira;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade de ciencias juridicas gerenciais e educacao de sinop;instituition;sinop;mato grosso;brazil;1;0;1;1;1;0;;;;
;faculdade de nanuque;instituition;nanuque;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade de castanhal;instituition;castanhal;para;brazil;1;0;1;1;1;0;;;;
;faculdade de engenharia da fundacao armando alvares penteado;instituition;sao paulo;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade paulus de tecnologia e comunicacao;instituition;sao paulo;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade aiec;instituition;brasilia;federal district;brazil;1;0;1;1;1;0;;;;
;faculdade seama;instituition;macapa;amapa;brazil;1;0;1;1;1;0;;;;
;faculdade de vicosa;instituition;vicosa;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdades integradas antonio eufrasio de toledo de presidente prudente;instituition;presidente prudente;sao paulo;brazil;1;0;1;1;1;0;;;;
;universidade federal da fronteira sul;instituition;chapeco;santa catarina;brazil;1;0;1;1;1;0;;;;
;faculdade portal;instituition;passo fundo;rio grande do sul;brazil;1;0;1;1;1;0;;;;
;faculdade barao do rio branco;instituition;rio branco;acre;brazil;1;0;1;1;1;0;;;;
;faculdade estacio de sa de vila velha;instituition;vila velha;espirito santo;brazil;1;0;1;1;1;0;;;;
;instituto federal catarinense;instituition;blumenau;santa catarina;brazil;1;0;1;1;1;0;;;;
;faculdade de saude de sao paulo;instituition;penapolis;sao paulo;brazil;1;0;1;1;1;0;;;;
;centro universitario luterano de santarem;instituition;santarem;para;brazil;1;0;1;1;1;0;;;;
;faculdade de tecnologia centec cariri;instituition;juazeiro do norte;ceara;brazil;1;0;1;1;1;0;;;;
;faculdade luterana de teologia;instituition;sao bento do sul;santa catarina;brazil;1;0;1;1;1;0;;;;
;faculdade unissa de sarandi;instituition;sarandi;parana;brazil;1;0;1;1;1;0;;;;
;faculdades opet;instituition;curitiba;parana;brazil;1;0;1;1;1;0;;;;
;faculdade fortium;instituition;brasilia;federal district;brazil;1;0;1;1;1;0;;;;
;centro universitario planalto do distrito federal;instituition;brasilia;federal district;brazil;1;0;1;1;1;0;;;;
;centro universitario metropolitano de sao paulo;instituition;guarulhos;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade serigy;instituition;aracaju;sergipe;brazil;1;0;1;1;1;0;;;;
;faculdade integrado de campo mourao;instituition;campo mourao;parana;brazil;1;0;1;1;1;0;;;;
;faculdade da fundacao educacional aracatuba;instituition;aracatuba;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade cathedral;instituition;boa vista;roraima;brazil;1;0;1;1;1;0;;;;
;instituto superior de educacao de ituiutaba;instituition;ituiutaba;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade catolica rainha do sertao;instituition;quixada;ceara;brazil;1;0;1;1;1;0;;;;
;faculdade de educacao e ciencias gerenciais de indaiatuba;instituition;indaiatuba;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade de ciencias humanas de itabira;instituition;itabira;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade de ciencias humanas do vale do rio grande;instituition;olimpia;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade de caldas novas;instituition;caldas novas;goias;brazil;1;0;1;1;1;0;;;;
;faculdade de para de minas;instituition;para de minas;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade pitagoras de uberlandia;instituition;uberlandia;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade sao tomaz de aquino;instituition;salvador;bahia;brazil;1;0;1;1;1;0;;;;
;area1 faculdade de ciencia e tecnologia;instituition;salvador;bahia;brazil;1;0;1;1;1;0;;;;
;faculdades integradas torricelli;instituition;guarulhos;sao paulo;brazil;1;0;1;1;1;0;;;;
;centro universitario candido rondon;instituition;cuiaba;mato grosso;brazil;1;0;1;1;1;0;;;;
;faculdade barretos;instituition;barretos;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade estacio de sa de ourinhos;instituition;ourinhos;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade educacional de medianeira;instituition;medianeira;parana;brazil;1;0;1;1;1;0;;;;
;faculdade fernao dias;instituition;osasco;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade de juazeiro do norte;instituition;juazeiro do norte;ceara;brazil;1;0;1;1;1;0;;;;
;faculdade de agudos;instituition;agudos;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade de ciencias sociais e aplicadas do parana;instituition;curitiba;parana;brazil;1;0;1;1;1;0;;;;
;faculdade de tecnologia evolucao;instituition;fortaleza;ceara;brazil;1;0;1;1;1;0;;;;
;centro de ensino superior de uberaba;instituition;uberaba;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade educacional de ponta grossa;instituition;ponta grossa;parana;brazil;1;0;1;1;1;0;;;;
;faculdade do norte novo de apucarana;instituition;apucarana;parana;brazil;1;0;1;1;1;0;;;;
;universidade federal do oeste do para;instituition;santarem;para;brazil;1;0;1;1;1;0;;;;
;centro universitario modulo;instituition;caraguatatuba;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade moraes junior mackenzie rio;instituition;rio de janeiro;rio de janeiro;brazil;1;0;1;1;1;0;;;;
;escola superior dom helder camara;instituition;belo horizonte;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade teologica batista equatorial;instituition;belem;para;brazil;1;0;1;1;1;0;;;;
;instituto de ensino superior do amapa;instituition;macapa;amapa;brazil;1;0;1;1;1;0;;;;
;instituto paraibano de ensino renovado;instituition;joao pessoa;paraiba;brazil;1;0;1;1;1;0;;;;
;faculdade das atividades empresariais de teresina;instituition;teresina;piaui;brazil;1;0;1;1;1;0;;;;
;faculdade de educacao fisica da associacao crista de mocos de sorocaba;instituition;sorocaba;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdades integradas de itarare;instituition;itarare;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdades integradas de cassilandia;instituition;cassilandia;mato grosso do sul;brazil;1;0;1;1;1;0;;;;
;faculdade teologica de ciencias humanas e sociais logos;instituition;sao paulo;sao paulo;brazil;1;0;1;1;1;0;;;;
;instituto pernambucano de ensino superior;instituition;recife;pernambuco;brazil;1;0;1;1;1;0;;;;
;faculdade estacio de sa de campo grande;instituition;campo grande;mato grosso do sul;brazil;1;0;1;1;1;0;;;;
;faculdade estacio de sa de goias;instituition;goiania;goias;brazil;1;0;1;1;1;0;;;;
;faculdade anhanguera de piracicaba;instituition;piracicaba;sao paulo;brazil;1;0;1;1;1;0;;;;
;instituto de educacao superior unyahna de barreiras;instituition;barreiras;bahia;brazil;1;0;1;1;1;0;;;;
;instituto superior de educacao de cajazeiras;instituition;cajazeiras;paraiba;brazil;1;0;1;1;1;0;;;;
;faculdade de pindamonhangaba;instituition;pindamonhangaba;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade santo antonio de padua;instituition;santo antonio de padua;rio de janeiro;brazil;1;0;1;1;1;0;;;;
;escola superior em meio ambiente;instituition;iguatama;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade educacional de araucaria;instituition;araucaria;parana;brazil;1;0;1;1;1;0;;;;
;faculdade santo antonio;instituition;alagoinhas;bahia;brazil;1;0;1;1;1;0;;;;
;faculdade politecnica de uberlandia;instituition;uberlandia;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade vitoriana de tecnologia;instituition;vitoria;espirito santo;brazil;1;0;1;1;1;0;;;;
;instituto superior de musica de sao leopoldo;instituition;sao leopoldo;rio grande do sul;brazil;1;0;1;1;1;0;;;;
;faculdade paraibana;instituition;joao pessoa;paraiba;brazil;1;0;1;1;1;0;;;;
;faculdade boas novas de ciencias teologicas sociais e biotecnologicas;instituition;manaus;amazonas;brazil;1;0;1;1;1;0;;;;
;faculdade sao gabriel;instituition;teresina;piaui;brazil;1;0;1;1;1;0;;;;
;faculdade de tecnologia termomecanica;instituition;sao bernardo do campo;sao paulo;brazil;1;0;1;1;1;0;;;;
;instituto federal de educacao ciencia e tecnologia fluminense;instituition;campos dos goytacazes;rio de janeiro;brazil;1;0;1;1;1;0;;;;
;faculdade cidade de coromandel;instituition;coromandel;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade panamericana de ji parana;instituition;ji parana;rondonia;brazil;1;0;1;1;1;0;;;;
;faculdade de educacao e meio ambiente;instituition;ariquemes;rondonia;brazil;1;0;1;1;1;0;;;;
;faculdades unidas do vale do araguaia;instituition;barra do garcas;mato grosso;brazil;1;0;1;1;1;0;;;;
;faculdades de dracena;instituition;dracena;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade nossa senhora aparecida;instituition;aparecida de goiania;goias;brazil;1;0;1;1;1;0;;;;
;faculdade de tecnologia do ipiranga;instituition;sao paulo;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade ccaa;instituition;rio de janeiro;rio de janeiro;brazil;1;0;1;1;1;0;;;;
;faculdade pitagoras de belo horizonte;instituition;belo horizonte;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade anhanguera de ribeirao preto;instituition;ribeirao preto;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade nobre de feira de santana;instituition;feira de santana;bahia;brazil;1;0;1;1;1;0;;;;
;faculdade diocesana sao jose;instituition;rio branco;acre;brazil;1;0;1;1;1;0;;;;
;faculdade marechal rondon;instituition;sao manuel;sao paulo;brazil;1;0;1;1;1;0;;;;
;instituto de ensino superior santa cecilia;instituition;arapiraca;alagoas;brazil;1;0;1;1;1;0;;;;
;instituto superior de educacao de divinopolis;instituition;divinopolis;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade de ciencias humanas de curvelo;instituition;curvelo;minas gerais;brazil;1;0;1;1;1;0;;;;
;faculdade zumbi dos palmares;instituition;sao paulo;sao paulo;brazil;1;0;1;1;1;0;;;;
;centro universitario mauricio de nassau;instituition;recife;pernambuco;brazil;1;0;1;1;1;0;;;;
;faculdade de tecnologia intensiva;instituition;fortaleza;ceara;brazil;1;0;1;1;1;0;;;;
;centro universitario do rio grande do norte;instituition;natal;rio grande do norte;brazil;1;0;1;1;1;0;;;;
;faculdade raizes;instituition;anapolis;goias;brazil;1;0;1;1;1;0;;;;
;faculdade santa amelia;instituition;ponta grossa;parana;brazil;1;0;1;1;1;0;;;;
;faculdade castelo branco;instituition;colatina;espirito santo;brazil;1;0;1;1;1;0;;;;
;faculdade de presidente epitacio;instituition;presidente epitacio;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade de ciencias contabeis de lucelia;instituition;lucelia;sao paulo;brazil;1;0;1;1;1;0;;;;
;faculdade para o desenvolvimento do sudeste tocantinense;instituition;dianopolis;tocantins;brazil;1;0;1;1;1;0;;;;
;empresa de pesquisa agropecuaria e extensao rural de santa catarina;instituition;florianopolis;santa catarina;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia senac florianopolis;instituition;florianopolis;santa catarina;brazil;0;0;0;0;0;0;;;;
;hospital sirio libanes;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;federacao brasileira das sociedades de ginecologia e obstetricia sp;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;museu de zoologia da universidade de sao paulo;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;universidade anhanguera de sao paulo;instituition;sao paulo;sao paulo;brazil;0;0;0;0;0;0;;;;
;banco central do brasil;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;universidade ceuma;instituition;sao luis;maranhao;brazil;0;0;0;0;0;0;;;;
;universidade nilton lins;instituition;manaus;amazonas;brazil;0;0;0;0;0;0;;;;
;centro de tecnologia mineral;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;centro de pesquisas de energia eletrica;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade internacional signorelli;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;instituto de engenharia nuclear;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;museu de astronomia e ciencias afins;instituition;rio de janeiro;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;yale university;instituition;new haven;connecticut;united states;0;0;0;0;0;0;;;;
;universidade federal do pampa;instituition;bage;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de apucarana;instituition;apucarana;parana;brazil;0;0;0;0;0;0;;;;
;faculdades pequeno principe;instituition;curitiba;parana;brazil;0;0;0;0;0;0;;;;
;ludwig maximilians universitat munchen;instituition;garching bei munchen;bavaria;germany;0;0;0;0;0;0;;;;
;universidade de evora;instituition;evora;í©vora;portugal;0;0;0;0;0;0;;;;
;universidade paranaense;instituition;umuarama;parana;brazil;0;0;0;0;0;0;;;;
;ministerio da agricultura pecuaria e abastecimento;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;instituto brasileiro do meio ambiente e dos recursos naturais renovaveis;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;instituto de pesquisa economica aplicada;instituition;brasilia;federal district;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia senac pelotas;instituition;pelotas;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;centro de pesquisa goncalo moniz fiocruz;instituition;salvador;bahia;brazil;0;0;0;0;0;0;;;;
;faculdade einstein;instituition;salvador;bahia;brazil;0;0;0;0;0;0;;;;
;instituto federal goiano;instituition;goiania;goias;brazil;0;0;0;0;0;0;;;;
;faculdade ideal;instituition;belem;para;brazil;0;0;0;0;0;0;;;;
;faculdade de paulinia;instituition;paulinia;sao paulo;brazil;0;0;0;0;0;0;;;;
;centro nacional de pesquisa em energia e materiais;instituition;campinas;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de americana;instituition;americana;sao paulo;brazil;0;0;0;0;0;0;;;;
;rede nordeste de biotecnologia;instituition;recife;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade sao miguel;instituition;recife;pernambuco;brazil;0;0;0;0;0;0;;;;
;faculdade araguaia;instituition;goiania;goias;brazil;0;0;0;0;0;0;;;;
;faculdade de castanhal;instituition;castanhal;para;brazil;0;0;0;0;0;0;;;;
;universidade da amazonia;instituition;belem;para;brazil;0;0;0;0;0;0;;;;
;utrecht university;instituition;utrecht;utrecht;netherlands;0;0;0;0;0;0;;;;
;faculdade lions;instituition;goiania;goias;brazil;0;0;0;0;0;0;;;;
;faculdade araguaia;instituition;goiania;goias;brazil;0;0;0;0;0;0;;;;
;faculdade de tecnologia de alagoas;instituition;maceio;alagoas;brazil;0;0;0;0;0;0;;;;
;colorado state university system;instituition;denver;colorado;united states;0;0;0;0;0;0;;;;
;faculdade literatus;instituition;manaus;amazonas;brazil;0;0;0;0;0;0;;;;
;faculdade sao luis de franca;instituition;aracaju;sergipe;brazil;0;0;0;0;0;0;;;;
;universidade estadual do piaui;instituition;teresina;piaui;brazil;0;0;0;0;0;0;;;;
;faculdade global de umuarama;instituition;umuarama;parana;brazil;0;0;0;0;0;0;;;;
;instituto de pesquisas ecologicas;instituition;nazare paulista;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias da saude;instituition;garca;sao paulo;brazil;0;0;0;0;0;0;;;;
;faculdade de enfermagem nova esperanca de mossoro;instituition;mossoro;rio grande do norte;brazil;0;0;0;0;0;0;;;;
;universidade federal do pampa;instituition;bage;rio grande do sul;brazil;0;0;0;0;0;0;;;;
;faculdade de odontologia;instituition;araguaina;tocantins;brazil;0;0;0;0;0;0;;;;
;faculdade de ciencias gerenciais de sao gotardo;instituition;sao gotardo;minas gerais;brazil;0;0;0;0;0;0;;;;
;faculdade do medio parnaiba;instituition;sao pedro do piaui;piaui;brazil;0;0;0;0;0;0;;;;
;faculdade omni;instituition;itaborai;rio de janeiro;brazil;0;0;0;0;0;0;;;;
;faculdade norte capixaba de sao mateus;instituition;sao mateus;espirito santo;brazil;0;0;0;0;0;0;;;;
;instituto federal de educacao ciencia e tecnologia sudeste de minas gerais;instituition;rio pomba;minas gerais;brazil;0;0;0;0;0;0;;;;
