"no_ies";"latitude";"longitude";"count"
"FACULDADE INTEGRADA EUCLIDES FERNANDES";-13.858;-40.084;3
"FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA";-19.817;-43.956;3
"FACULDADE JK - ASA NORTE";-15.78;-47.93;3
"FACULDADE JK - BRASÍLIA - UNIDADE PLANO PILOTO";-15.78;-47.93;3
"FACULDADE JK DE TECNOLOGIA";-15.78;-47.93;3
"FACULDADE JK - UNIDADE II - GAMA";-15.78;-47.93;3
"FACULDADE JOÃO CALVINO";-12.153;-44.99;3
"FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS";-8.399;-35.064;3
"FACULDADE JUVÊNCIO TERRA";-14.866;-40.839;3
"FACULDADE LATINO AMERICANA DE EDUCAÇÃO";-3.717;-38.543;3
"FACULDADE LÍDER";-8.002;-35.018;3
"FACULDADE LUCIANO FEIJÃO";-3.674;-40.239;3
"FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS";-5.094;-42.837;3
"FACULDADE MARIA MILZA - CAMPUS FACTAE";-12.67;-39.102;3
"FACULDADE MARINGÁ";-23.425;-51.939;3
"FACULDADE MERCÚRIO";-22.903;-43.208;3
"FACULDADE METODISTA DE CIÊNCIAS HUMANAS E EXATAS";-21.289;-50.34;3
"FACULDADE MÉTODO DE SÃO PAULO";-23.548;-46.636;3
"FACULDADE METROPOLITANA";-8.762;-63.904;3
"FACULDADE MINAS GERAIS";-19.817;-43.956;3
"FACULDADE MODELO";-25.428;-49.273;3
"FACULDADE MONTENEGRO";-14.865;-39.588;3
"FACULDADE MURIALDO";-29.168;-51.179;3
"FACULDADE NOROESTE";-16.679;-49.254;3
"FACULDADE NORTE PARANAENSE";-23.31;-51.163;3
"FACULDADE PANAMERICANA DE JI-PARANÁ";-10.882;-61.944;3
"FACULDADE PARAÍSO DO CEARÁ";-7.213;-39.315;3
"FACULDADE PARA O DESENVOLVIMENTO DO SUDESTE TOCANTINENSE";-11.628;-46.821;3
"FACULDADE PEREIRA DE FREITAS";-19.468;-42.537;3
"FACULDADE PITÁGORAS DE CONTAGEM";-19.932;-44.054;3
"FACULDADE PITÁGORAS DE GUARAPARI";-20.658;-40.511;3
"Faculdade Presidente Antônio Carlos de Congonhas";-20.5;-43.858;3
"Faculdade Presidente Antônio Carlos de Ponte Nova";-20.416;-42.909;3
"FACULDADE PROCESSUS";-15.78;-47.93;3
"FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS";-22.371;-41.787;3
"Faculdade Projeção de Sobradinho";-15.78;-47.93;3
"FACULDADE PROJEÇÃO DO GUARÁ";-15.78;-47.93;3
"FACULDADE REGES DE DRACENA";-21.483;-51.533;3
"FACULDADE REGES DE OSVALDO CRUZ";-21.797;-50.89;3
"FACULDADE REGIONAL SERRANA";-20.34;-41.135;3
"FACULDADE REUNIDA";-20.433;-51.343;3
"FACULDADE SALESIANA DE SANTA TERESA";-18.507;-54.76;3
"FACULDADE SANTA CATARINA";-8.054;-34.881;3
"FACULDADE SANTA HELENA";-8.054;-34.881;3
"FACULDADE SANT'ANA";-25.095;-50.162;3
"FACULDADE SANTA RITA DE CÁSSIA";-18.42;-49.218;3
"FACULDADE SANTO AUGUSTO";-27.851;-53.777;3
"FACULDADE SÃO BENTO DO RIO DE JANEIRO";-22.903;-43.208;3
"FACULDADE SÃO FRANCISCO DA PARAÍBA";-6.89;-38.562;3
"FACULDADE SÃO FRANCISCO DE ASSIS";-14.673;-52.353;3
"FACULDADE SÃO GERALDO";-20.264;-40.42;3
"FACULDADE SÃO JUDAS TADEU";-22.903;-43.208;3
"FACULDADE SÃO LUÍS DE FRANÇA";-10.911;-37.072;3
"FACULDADE SENAC MINAS";-19.932;-44.054;3
"FACULDADE SENAI DE TECNOLOGIA AMBIENTAL";-23.694;-46.565;3
"FACULDADE SERRA DO CARMO";-10.167;-48.333;3
"FACULDADE SERRANA DE ENSINO SUPERIOR";-15.78;-47.93;3
"FACULDADES ESEFAP";-21.935;-50.514;3
"FACULDADES EVANGÉLICAS INTEGRADAS CANTARES DE SALOMÃO";-15.596;-56.097;3
"FACULDADE SINERGIA";-26.899;-48.654;3
"FACULDADE SINOP";-11.864;-55.504;3
"FACULDADES INTEGRADAS ADVENTISTAS DE MINAS GERAIS";-21.245;-45;3
"FACULDADES INTEGRADAS DE SÃO PAULO";-23.548;-46.636;3
"FACULDADES INTEGRADAS INTERAMERICANAS";-23.548;-46.636;3
"FACULDADES INTEGRADAS OLGA METTIG";-12.971;-38.511;3
"FACULDADES JOÃO PAULO II";-28.263;-52.407;3
"FACULDADE STELLA MARIS";-3.717;-38.543;3
"Faculdades Unificadas de Iúna";-20.346;-41.536;3
"FACULDADE TÁHIRIH";-3.102;-60.025;3
"FACULDADE TRÊS PONTAS";-21.367;-45.513;3
"FACULDADE TRIÂNGULO MINEIRO";-18.969;-49.465;3
"FACULDADE VENDA NOVA DO IMIGRANTE";-20.34;-41.135;3
"Faculdade Villas Boas";-23.548;-46.636;3
"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO";-22.252;-45.703;3
"FAJOPA - FACULDADE JOÃO PAULO II";-22.214;-49.946;3
"Fatec Arthur Azevedo - Mogi Mirim";-22.432;-46.958;3
"FUNDAÇÃO DE ENSINO SUPERIOR DE CLEVELÂNDIA";-26.396;-52.471;3
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS";;;3
"INSTITUTO BATISTA DE ENSINO SUPERIOR DE ALAGOAS";-9.666;-35.735;3
"INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS";-15.488;-44.362;3
"INSTITUTO DE EDUCAÇÃO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMAÇÃO DE PROFISSIONAIS DE EDUCAÇÃO";-5.795;-35.209;3
"INSTITUTO DE ENSINO SUPERIOR DE AMERICANA";-22.739;-47.331;3
"INSTITUTO DE ENSINO SUPERIOR DE GARÇA";-22.211;-49.656;3
"INSTITUTO DE ENSINO SUPERIOR JOÃO ALFREDO DE ANDRADE";-19.952;-44.343;3
"INSTITUTO DE ENSINO SUPERIOR SANTA CECÍLIA";-9.752;-36.661;3
"INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO";-2.53;-44.303;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO";-13.292;-39.819;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA";-16.45;-39.065;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";-7.231;-35.881;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";-6.89;-38.562;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS";-17.881;-51.714;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO";-15.866;-56.077;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO";-15.226;-59.335;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO";-13.675;-57.892;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO";-11.378;-58.741;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO";-8.358;-36.696;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA";-27.615;-48.628;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";-23.62;-45.413;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";-23.463;-46.533;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";-21.794;-48.176;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";-21.603;-48.366;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE";-10.917;-37.65;3
"Instituto Federal de Educação, Ciência e Tecnologia do Acre";-9.975;-67.81;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";-6.359;-39.299;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";-5.178;-40.678;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";-4.971;-39.015;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";-20.849;-41.113;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";-19.936;-40.6;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";;;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO";-3.667;-45.38;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO";-3.243;-45.824;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ";-4.276;-55.984;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ";-3.203;-52.206;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ";-2.443;-54.708;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ";-1.682;-50.48;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ";-25.52;-48.509;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ";-25.428;-49.273;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ";-6.767;-43.023;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";-6.261;-36.515;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";-6.111;-38.209;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE";-5.498;-36.855;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL";-29.918;-51.184;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL";-29.168;-51.179;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS";-21.764;-43.35;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS";-5.651;-48.124;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA";-27.851;-53.777;3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE";-29.839;-51.144;3
"INSTITUTO MACHADENSE DE ENSINO SUPERIOR";-21.675;-45.92;3
"INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR";-21.603;-48.366;3
"INSTITUTO PAULISTA DE ENSINO";-23.533;-46.792;3
"INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DE ABAETÉ";-19.16;-45.446;3
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE BARRETOS";-20.557;-48.568;3
"INSTITUTO SUPERIOR DE EDUCAÇÃO DO ICESP";-15.78;-47.93;3
"INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO";-22.903;-43.208;3
"INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI";-29.591;-51.161;3
"INSTITUTO SUPERIOR DE EDUCAÇÃO ORÍGENES LESSA";-22.599;-48.8;3
"INSTITUTO SUPERIOR DE EDUCAÇÃO PAULO MARTINS";-15.78;-47.93;3
"INSTITUTO SUPERIOR DE EDUCAÇÃO SANT´ANA";-25.095;-50.162;3
"INSTITUTO TAUBATÉ DE ENSINO SUPERIOR";-23.026;-45.555;3
"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS";;;3
"UNIDADE DE ENSINO SUPERIOR EXPOENTE";-25.428;-49.273;3
"UNIVERSIDADE ANHANGUERA - UNIDERP";-18.918;-54.844;3
"UNIVERSIDADE CÂNDIDO MENDES";-22.873;-42.343;3
"UNIVERSIDADE DE CUIABÁ";-15.226;-59.335;3
"UNIVERSIDADE DE SANTA CRUZ DO SUL";-29.761;-50.03;3
"UNIVERSIDADE DE SANTA CRUZ DO SUL";-29.606;-52.192;3
"UNIVERSIDADE DO ESTADO DA BAHIA";-14.305;-43.765;3
"UNIVERSIDADE DO ESTADO DA BAHIA";-12.871;-38.764;3
"UNIVERSIDADE DO ESTADO DA BAHIA";-12.431;-38.328;3
"UNIVERSIDADE DO ESTADO DA BAHIA";-10.508;-39.014;3
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";-15.226;-59.335;3
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";-14.673;-52.353;3
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";-11.255;-57.52;3
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";-10.813;-55.455;3
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";-10.644;-51.569;3
"UNIVERSIDADE DO ESTADO DE MINAS GERAIS";-21.12;-42.943;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-7.197;-59.891;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-5.628;-63.183;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-3.768;-60.369;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-3.481;-66.069;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-3.285;-60.186;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-2.99;-65.108;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-2.747;-66.767;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-2.621;-60.944;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-2.572;-57.871;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-1.856;-65.581;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-1.826;-66.599;3
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-0.975;-62.924;3
"UNIVERSIDADE DO ESTADO DO PARÁ";-3.768;-49.673;3
"UNIVERSIDADE DO ESTADO DO PARÁ";-1.506;-48.626;3
"UNIVERSIDADE DO ESTADO DO PARÁ";-1.127;-47.618;3
"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE";-6.458;-37.098;3
"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE";-6.413;-38.016;3
"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE";-5.991;-37.814;3
"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE";-5.793;-37.557;3
"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE";-5.538;-35.82;3
"UNIVERSIDADE DO VALE DO ITAJAÍ";-27.241;-48.634;3
"UNIVERSIDADE ESTADUAL DA PARAÍBA";-7.115;-34.863;3
"UNIVERSIDADE ESTADUAL DA PARAÍBA";-6.558;-35.742;3
"UNIVERSIDADE ESTADUAL DA PARAÍBA";;;3
"UNIVERSIDADE ESTADUAL DE GOIÁS";-17.744;-48.626;3
"UNIVERSIDADE ESTADUAL DE GOIÁS";-15.865;-50.868;3
"UNIVERSIDADE ESTADUAL DE GOIÁS";-14.525;-49.141;3
"UNIVERSIDADE ESTADUAL DE GOIÁS";-13.275;-50.163;3
"UNIVERSIDADE ESTADUAL DE MARINGÁ";-24.248;-51.685;3
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-23.065;-54.191;3
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-22.418;-54.233;3
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-20.471;-55.787;3
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-19.113;-51.734;3
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";-16.358;-46.906;3
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";-15.803;-43.309;3
"UNIVERSIDADE ESTADUAL DE RORAIMA";0.946;-60.418;3
"UNIVERSIDADE ESTADUAL DE RORAIMA";0.951;-59.911;3
"UNIVERSIDADE ESTADUAL DO CEARÁ";-6.003;-40.293;3
"UNIVERSIDADE ESTADUAL DO CEARÁ";-5.178;-40.678;3
"UNIVERSIDADE ESTADUAL DO CEARÁ";-3.494;-39.579;3
"UNIVERSIDADE ESTADUAL DO CENTRO OESTE";-25.856;-52.523;3
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-9.074;-44.359;3
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-4.586;-42.864;3
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-4.425;-41.459;3
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-3.458;-42.37;3
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-30.033;-51.23;3
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-29.678;-51.131;3
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-28.661;-56.004;3
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-28.408;-54.961;3
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-27.95;-51.807;3
"UNIVERSIDADE FEDERAL DE ALFENAS";;;3
"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";-6.77;-37.802;3
"UNIVERSIDADE FEDERAL DE GOIÁS";-15.934;-50.14;3
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";-22.536;-55.726;3
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";-22.233;-53.343;3
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";-19.677;-51.191;3
"UNIVERSIDADE FEDERAL DE PERNAMBUCO";;;3
"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI";;;3
"UNIVERSIDADE FEDERAL DE SÃO PAULO";-23.179;-45.887;3
"UNIVERSIDADE FEDERAL DE UBERLÂNDIA";-18.725;-47.499;3
"UNIVERSIDADE FEDERAL DE UBERLÂNDIA";-18.579;-46.518;3
"UNIVERSIDADE FEDERAL DE UBERLÂNDIA";;;3
"UNIVERSIDADE FEDERAL DO ACRE";-9.433;-70.493;3
"UNIVERSIDADE FEDERAL DO ACRE";-8.269;-72.744;3
"UNIVERSIDADE FEDERAL DO ACRE";-8.164;-70.354;3
"UNIVERSIDADE FEDERAL DO CEARÁ";-4.971;-39.015;3
"UNIVERSIDADE FEDERAL DO MARANHÃO";-4.455;-43.886;3
"UNIVERSIDADE FEDERAL DO MARANHÃO";-3.742;-43.36;3
"UNIVERSIDADE FEDERAL DO MARANHÃO";-3.361;-42.418;3
"UNIVERSIDADE FEDERAL DO MARANHÃO";-2.521;-45.083;3
"UNIVERSIDADE FEDERAL DO MARANHÃO";-1.663;-45.372;3
"UNIVERSIDADE FEDERAL DO PARÁ";-7.095;-49.946;3
"UNIVERSIDADE FEDERAL DO PARÁ";-4.776;-48.067;3
"UNIVERSIDADE FEDERAL DO PARÁ";-4.451;-49.116;3
"UNIVERSIDADE FEDERAL DO PARÁ";-1.766;-55.866;3
"UNIVERSIDADE FEDERAL DO PARÁ";-1.196;-47.181;3
"UNIVERSIDADE FEDERAL DO PARANÁ";;;3
"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";-22.786;-43.312;3
"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";;;3
"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";-6.229;-36.023;3
"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";-5.858;-35.354;3
"UNIVERSIDADE FEDERAL FLUMINENSE";-22.371;-41.787;3
"UNIVERSIDADE FEDERAL FLUMINENSE";-22.282;-42.531;3
"UNIVERSIDADE FEDERAL FLUMINENSE";;;3
"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA";-6.068;-49.902;3
"UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO";-21.788;-46.561;3
"UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO";-20.897;-45.277;3
"UNIVERSIDADE METODISTA DE PIRACICABA";-21.679;-49.743;3
"UNIVERSIDADE PARANAENSE";;;3
"UNIVERSIDADE REGIONAL DE BLUMENAU";-27.098;-48.918;3
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ";-26.081;-53.055;3
"UNIVERSIDADE TIRADENTES";-10.685;-37.425;3
"UNIVERSIDADE VALE DO RIO VERDE";-19.817;-43.956;3
"UNIVERSIDADE VALE DO RIO VERDE";;;3
"ABEU - CENTRO UNIVERSITÁRIO";-23.007;-44.318;2
"CENTRO DE ENSINO SUPERIOR DE CATALÃO";-18.17;-47.942;2
"CENTRO DE ENSINO SUPERIOR DE JATAÍ";-17.881;-51.714;2
"CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO";-9.069;-38.303;2
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA";-22.759;-43.451;2
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA";-22.505;-43.179;2
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA";-22.282;-42.531;2
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS";-19.593;-46.941;2
"CENTRO UNIVERSITÁRIO BARRIGA VERDE";-28.747;-49.472;2
"CENTRO UNIVERSITÁRIO DE RIO PRETO";;;2
"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ";-27.414;-49.601;2
"CENTRO UNIVERSITÁRIO RITTER DOS REIS";-29.918;-51.184;2
"CENTRO UNIVERSITÁRIO SENAC";-22.739;-45.591;2
"CENTRO UNIVERSITÁRIO SENAC";-22.599;-47.876;2
"ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA";-16.679;-49.254;2
"ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO";-23.664;-46.538;2
"ESCOLA SUPERIOR DE ADMINISTRAÇÃO, MARKETING E COMUNICAÇÃO DE PIRACICABA";-22.725;-47.649;2
"ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE";-15.78;-47.93;2
"ESCOLA SUPERIOR DE CIÊNCIAS SOCIAIS";-22.903;-43.208;2
"ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ";-23.186;-46.884;2
"ESCOLA SUPERIOR DE MARKETING";-8.054;-34.881;2
"ESCOLA SUPERIOR DE RELAÇÕES PÚBLICAS";-8.054;-34.881;2
"ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE";-8.419;-37.054;2
"ESCOLA SUPERIOR DE TEOLOGIA";-29.76;-51.147;2
"FACULDADE ADELMAR ROSADO";-5.089;-42.802;2
"FACULDADE ADVENTISTA PARANAENSE";-23.619;-52.221;2
"FACULDADE ALBERT EINSTEIN DE SÃO PAULO";-23.548;-46.636;2
"FACULDADE ALFACASTELO";-23.511;-46.876;2
"FACULDADE ALIANÇA";-16.02;-49.81;2
"FACULDADE ALTERNATIVA DE ENSINO SUPERIOR DO AGRESTE - FAESA";-9.752;-36.661;2
"FACULDADE ANGEL VIANNA";-22.903;-43.208;2
"FACULDADE ANGLICANA DE TAPEJARA";-28.068;-52.014;2
"FACULDADE ANTONIO PROPICIO AGUIAR FRANCO";-10.443;-49.182;2
"FACULDADE ARQUIDIOCESANA DE CURVELO";-18.756;-44.431;2
"FACULDADE ARTHUR THOMAS";-23.31;-51.163;2
"FACULDADE ASTORGA";-23.233;-51.666;2
"FACULDADE ATLÂNTICO";-10.911;-37.072;2
"FACULDADE ATUAL";0.039;-51.066;2
"FACULDADE BARÃO DE PIRATININGA";-23.529;-47.135;2
"FACULDADE BARDDAL DE ARTES APLICADAS";-27.597;-48.549;2
"FACULDADE BI MINAS";-19.817;-43.956;2
"FACULDADE BORGES DE MENDONÇA";-27.597;-48.549;2
"FACULDADE BRASILEIRA DE EDUCAÇÃO E CULTURA";-16.679;-49.254;2
"FACULDADE CAMPOS ELÍSEOS";-23.548;-46.636;2
"FACULDADE CANDIDO MENDES DE VITÓRIA";-20.319;-40.338;2
"FACULDADE CÂNDIDO RONDON DE CAMPO VERDE";-15.547;-55.169;2
"FACULDADE CARAGUÁ";-23.62;-45.413;2
"FACULDADE CASA DO ESTUDANTE";-19.82;-40.273;2
"FACULDADE CATÓLICA DE POUSO ALEGRE";-22.23;-45.936;2
"FACULDADE CATÓLICA DE RONDONIA";-8.762;-63.904;2
"FACULDADE CATÓLICA DO CARIRI";-7.234;-39.409;2
"FACULDADE CATÓLICA DOM ORIONE";-7.191;-48.207;2
"FACULDADE CENECISTA DE RONDONÓPOLIS";-16.471;-54.636;2
"FACULDADE CENECISTA DE SENHOR DO BONFIM";-10.463;-40.191;2
"FACULDADE CENECISTA DE SETE LAGOAS";-19.466;-44.247;2
"FACULDADE CENECISTA DE SINOP";-11.864;-55.504;2
"FACULDADE CENECISTA DE VILA VELHA";-20.33;-40.292;2
"Faculdade Cesmac do Agreste";-9.752;-36.661;2
"Faculdade Comunitária de Administração e Educação de Vitória";-20.319;-40.338;2
"Faculdade Comunitária de Guarapari";-20.658;-40.511;2
"Faculdade Comunitária de Vila Velha";-20.33;-40.292;2
"Faculdade Comunitária de Vitória";-20.319;-40.338;2
"FACULDADE CORPORATIVA CESPI";-23.194;-49.384;2
"FACULDADE COTEMIG";-19.817;-43.956;2
"FACULDADE CRISTO REI";-23.181;-50.647;2
"FACULDADE CRUZ AZUL";-23.548;-46.636;2
"FACULDADE CUIABÁ";-15.596;-56.097;2
"FACULDADE CURITIBANA";-25.428;-49.273;2
"FACULDADE DA ACADEMIA BRASILEIRA DE EDUCAÇÃO E CULTURA";-22.903;-43.208;2
"FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ";-22.816;-45.193;2
"FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL";-18.794;-52.623;2
"FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS";-22.906;-47.061;2
"FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO";-20.253;-43.801;2
"FACULDADE DE ADMINISTRAÇÃO DE NOVA ANDRADINA - FANOVA";-22.233;-53.343;2
"FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO";-22.899;-49.633;2
"FACULDADE DE ADMINISTRAÇÃO DE TERESINA";-5.089;-42.802;2
