"no_ies";"latitude";"longitude";"count"
"FACULDADE SANTA EMÍLIA";-8.009;-34.855;4
"FACULDADE SANTA EMÍLIA DE RODAT";-7.115;-34.863;4
"FACULDADE SANTO ANTÔNIO DE PÁDUA";-21.539;-42.18;4
"FACULDADE SÃO BENTO DA BAHIA";-12.971;-38.511;4
"FACULDADE SÃO CAMILO";-19.817;-43.956;4
"FACULDADE SÃO GABRIEL";-5.089;-42.802;4
"FACULDADE SÃO JUDAS TADEU DE PINHAIS";-25.445;-49.193;4
"FACULDADE SENAC PERNAMBUCO";-8.054;-34.881;4
"FACULDADE SERIGY";-10.911;-37.072;4
"FACULDADES INTEGRADAS DA UNIÃO DE ENSINO SUPERIOR CERTO";-15.78;-47.93;4
"FACULDADES INTEGRADAS DE CARATINGA";-19.79;-42.139;4
"FACULDADES INTEGRADAS DE NAVIRAÍ";-23.065;-54.191;4
"FACULDADES INTEGRADAS DE TANGARÁ DA SERRA";-14.619;-57.486;4
"FACULDADES INTEGRADAS DOM PEDRO II";-20.82;-49.379;4
"FACULDADES INTEGRADAS IPEP";-23.548;-46.636;4
"FACULDADES INTEGRADAS MARIA THEREZA";-22.883;-43.104;4
"FACULDADES INTEGRADAS SÉVIGNÉ";-30.033;-51.23;4
"FACULDADES PEQUENO PRÍNCIPE";-25.428;-49.273;4
"FACULDADE SUDAMÉRICA";-21.389;-42.697;4
"FACULDADE TECSOMA";-17.222;-46.875;4
"FACULDADE UNIÃO";-23.548;-46.636;4
"FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda.";-22.873;-42.343;4
"FACULDADE UNIDA DA PARAÍBA";-7.115;-34.863;4
"FACULDADE UNISSA DE SARANDI";-23.444;-51.874;4
"FACULDADE VERDE NORTE";-15.397;-42.866;4
"FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ";-25.593;-49.41;4
"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO";-21.996;-47.426;4
"FOCCA - FACULDADE DE OLINDA";-8.009;-34.855;4
"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";-27.816;-50.326;4
"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";-27.057;-49.518;4
"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";-26.25;-49.379;4
"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA";-10.783;-65.339;4
"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA";;;4
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA";-30.983;-54.673;4
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA";;;4
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS";-9.567;-48.392;4
"INSTITUTO APHONSIANO DE ENSINO SUPERIOR";-16.649;-49.489;4
"INSTITUTO DE CIÊNCIAS EXATAS";-15.78;-47.93;4
"INSTITUTO DE CIÊNCIAS SOCIAIS APLICADAS";-15.78;-47.93;4
"INSTITUTO DE EDUCAÇÃO SUPERIOR DE BOITUVA";-23.283;-47.672;4
"INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE BARREIRAS";-12.153;-44.99;4
"INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR";-12.971;-38.511;4
"INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA";-3.717;-38.543;4
"INSTITUTO DE ENSINO SUPERIOR DE OLINDA";-8.009;-34.855;4
"INSTITUTO DE ENSINO SUPERIOR DO RIO GRANDE DO NORTE";-5.795;-35.209;4
"INSTITUTO DE ENSINO SUPERIOR PLANALTO";-15.78;-47.93;4
"INSTITUTO EDUCACIONAL DE CASTRO";-24.791;-50.012;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO";-14.223;-42.781;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE";-29.136;-49.7;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE";-26.37;-48.722;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA";-14.866;-40.839;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA";-6.761;-38.231;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS";;;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO";-15.547;-55.169;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS";-18.548;-42.763;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO";;;4
"INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA";-13.117;-60.542;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO";-22.952;-46.542;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ";0.039;-51.066;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";-4.359;-39.312;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ";-3.877;-38.626;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";-20.764;-41.533;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";-20.129;-40.308;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ";-1.718;-48.883;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL";-29.225;-51.348;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS";-10.176;-48.867;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA";-29.227;-53.682;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE";-22.879;-42.019;4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO";-15.308;-49.598;4
"INSTITUTO FLORENCE DE ENSINO SUPERIOR";-2.53;-44.303;4
"INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR";-23.592;-48.053;4
"INSTITUTO MARANHENSE DE ENSINO E CULTURA";-2.53;-44.303;4
"INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE SÃO MANUEL";-22.731;-48.571;4
"INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA";-22.827;-43.054;4
"INSTITUTO SUPERIOR DE EDUCAÇÃO CERES";-20.82;-49.379;4
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE ITUIUTABA";-18.969;-49.465;4
"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO";-23.511;-46.876;4
"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO";-23.502;-47.458;4
"TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS";-23.548;-46.636;4
"UNIÃO LATINO-AMERICADA DE TECNOLOGIA";-24.251;-49.706;4
"UNIVERSIDADE ALTO VALE DO RIO DO PEIXE";-27.026;-50.921;4
"UNIVERSIDADE DE CAXIAS DO SUL";-28.846;-51.89;4
"UNIVERSIDADE DE CAXIAS DO SUL";-28.784;-51.61;4
"UNIVERSIDADE DE PERNAMBUCO";;;4
"UNIVERSIDADE DE SANTA CRUZ DO SUL";-29.689;-51.461;4
"UNIVERSIDADE DE SANTA CRUZ DO SUL";-29.421;-53.029;4
"UNIVERSIDADE DE SÃO PAULO";-21.996;-47.426;4
"UNIVERSIDADE DO CEUMA - UNICEUMA";;;4
"UNIVERSIDADE DO CONTESTADO";-26.254;-49.518;4
"UNIVERSIDADE DO ESTADO DA BAHIA";-14.137;-39.734;4
"UNIVERSIDADE DO ESTADO DA BAHIA";-12.234;-44.421;4
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";-17.315;-53.215;4
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";-9.876;-56.086;4
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";;;4
"UNIVERSIDADE DO ESTADO DE MINAS GERAIS";-19.81;-43.174;4
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-3.898;-61.373;4
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-3.773;-61.644;4
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-2.749;-58.022;4
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-2.514;-66.092;4
"UNIVERSIDADE DO ESTADO DO PARÁ";-1.297;-47.922;4
"UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO";-22.786;-43.312;4
"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE";-6.212;-38.497;4
"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE";-5.795;-35.209;4
"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE";-5.115;-36.634;4
"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY";-22.653;-43.041;4
"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY";-22.371;-41.787;4
"UNIVERSIDADE DO OESTE DE SANTA CATARINA";;;4
"UNIVERSIDADE DO PLANALTO CATARINENSE";-28.294;-49.932;4
"UNIVERSIDADE DO TOCANTINS";-10.167;-48.333;4
"UNIVERSIDADE ESTÁCIO DE SÁ";-22.786;-43.312;4
"UNIVERSIDADE ESTADUAL DA PARAÍBA";-7.889;-37.12;4
"UNIVERSIDADE ESTADUAL DE GOIÁS";-18.42;-49.218;4
"UNIVERSIDADE ESTADUAL DE GOIÁS";-17.814;-50.597;4
"UNIVERSIDADE ESTADUAL DE GOIÁS";-17.569;-52.551;4
"UNIVERSIDADE ESTADUAL DE GOIÁS";-17.339;-49.931;4
"UNIVERSIDADE ESTADUAL DE GOIÁS";-16.525;-50.372;4
"UNIVERSIDADE ESTADUAL DE GOIÁS";-15.562;-49.949;4
"UNIVERSIDADE ESTADUAL DE GOIÁS";-15.317;-49.117;4
"UNIVERSIDADE ESTADUAL DE GOIÁS";-13.037;-46.772;4
"UNIVERSIDADE ESTADUAL DE MARINGÁ";-24.185;-53.028;4
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-22.536;-55.726;4
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-22.233;-53.343;4
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-21.614;-55.168;4
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-21.48;-56.138;4
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-19.677;-51.191;4
"UNIVERSIDADE ESTADUAL DE MONTES CLAROS";-15.488;-44.362;4
"UNIVERSIDADE ESTADUAL DE SANTA CRUZ";;;4
"UNIVERSIDADE ESTADUAL DO CENTRO OESTE";-25.213;-50.978;4
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-3.684;-42.75;4
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.629;-45.773;4
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-9.015;-42.699;4
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-7.229;-44.556;4
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-7.088;-40.616;4
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-7.025;-42.131;4
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-4.828;-42.169;4
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-30.039;-52.894;4
"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";-29.689;-51.461;4
"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL";-25.767;-53.527;4
"UNIVERSIDADE FEDERAL DE ALFENAS";-21.788;-46.561;4
"UNIVERSIDADE FEDERAL DE ALFENAS";-21.551;-45.43;4
"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";-7.024;-37.28;4
"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";-6.761;-38.231;4
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";-19.009;-57.653;4
"UNIVERSIDADE FEDERAL DE OURO PRETO";-19.81;-43.174;4
"UNIVERSIDADE FEDERAL DE OURO PRETO";;;4
"UNIVERSIDADE FEDERAL DE SANTA CATARINA";-28.935;-49.486;4
"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI";-20.139;-44.884;4
"UNIVERSIDADE FEDERAL DO ACRE";-10.335;-67.184;4
"UNIVERSIDADE FEDERAL DO ACRE";-8.941;-72.792;4
"UNIVERSIDADE FEDERAL DO AMAPÁ";3.843;-51.835;4
"UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO";;;4
"UNIVERSIDADE FEDERAL DO PARÁ";-4.009;-49.461;4
"UNIVERSIDADE FEDERAL DO PIAUÍ";-6.767;-43.023;4
"UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA";-12.969;-39.261;4
"UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI";;;4
"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";-22.117;-43.209;4
"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO";-5.666;-36.601;4
"UNIVERSIDADE FEEVALE";;;4
"UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO";-21.551;-45.43;4
"UNIVERSIDADE PRESBITERIANA MACKENZIE";-23.511;-46.876;4
"UNIVERSIDADE REGIONAL DO CARIRI";-7.213;-39.315;4
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ";-24.714;-53.743;4
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ";-23.551;-51.461;4
"UNIVERSIDADE TIRADENTES";-10.211;-36.84;4
"UNIVERSIDADE VALE DO RIO VERDE";-19.86;-44.608;4
"ABEU - CENTRO UNIVERSITÁRIO";-22.759;-43.451;3
"Centro de Ensino Superior de Conselheiro Lafaiete";-20.66;-43.786;3
"CENTRO DE ENSINO SUPERIOR DE UBERABA";-19.748;-47.932;3
"CENTRO DE ENSINO SUPERIOR DE VITÓRIA";-20.319;-40.338;3
"CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAÍBA";-5.089;-42.802;3
"CENTRO UNIVERSITÁRIO BARRIGA VERDE";-28.24;-48.67;3
"CENTRO UNIVERSITÁRIO DE CARATINGA";-17.858;-41.505;3
"CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO";-20.129;-40.308;3
"CENTRO UNIVERSITÁRIO GERALDO DI BIASE";-22.759;-43.451;3
"CENTRO UNIVERSITÁRIO HERMINIO OMETTO";;;3
"CENTRO UNIVERSITÁRIO MOURA LACERDA";-21.255;-48.322;3
"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ";-27.116;-49.998;3
"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ";-27.051;-49.623;3
"ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO";-23.548;-46.636;3
"ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG";-23.548;-46.636;3
"ESCOLA SUPERIOR EM MEIO AMBIENTE";-20.174;-45.711;3
"ESCOLA SUPERIOR PAULISTA DE ADMINISTRAÇÃO - ESPA";-23.463;-46.533;3
"FACISA-UNAI FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ";-16.358;-46.906;3
"FACULDADE AÇÃO";-27.214;-49.643;3
"FACULDADE ALFA BRASIL";-24.956;-53.455;3
"FACULDADE ALVES FARIA";-23.548;-46.636;3
"FACULDADE AMADEUS";-10.911;-37.072;3
"FACULDADE ANHANGUERA DE MATÃO";-21.603;-48.366;3
"FACULDADE ANHANGUERA DE SERTÃOZINHO";-21.138;-47.99;3
"FACULDADE ANHANGUERA DE VALPARAÍSO";-16.066;-47.979;3
"FACULDADE ANTÔNIO MENEGHETTI";-29.813;-53.375;3
"FACULDADE ASSOCIADA BRASIL";-23.548;-46.636;3
"FACULDADE BATISTA DO ESTADO DO RIO DE JANEIRO - FABERJ";-21.754;-41.324;3
"FACULDADE BATISTA DO RIO DE JANEIRO";-22.903;-43.208;3
"FACULDADE BRASÍLIA DE SÃO PAULO";-23.548;-46.636;3
"FACULDADE CALAFIORI";-20.917;-46.991;3
"FACULDADE CAPIVARI";-28.445;-48.958;3
"FACULDADE CATÓLICA DE FORTALEZA";-3.717;-38.543;3
"FACULDADE CATÓLICA NOSSA SENHORA DAS VITÓRIAS";-5.577;-36.909;3
"FACULDADE CATUAÍ";-23.276;-51.278;3
"FACULDADE CBES";-25.428;-49.273;3
"FACULDADE CDL";-3.717;-38.543;3
"FACULDADE CENECISTA DE NOVA PETRÓPOLIS";-29.376;-51.114;3
"FACULDADE CENECISTA DE RIO DAS OSTRAS";-22.527;-41.945;3
"FACULDADE CENECISTA ILHA DO GOVERNADOR";-22.903;-43.208;3
"FACULDADE CENTRAL DE CRISTALINA";-16.769;-47.614;3
"Faculdade Cesmac do Sertão";-9.407;-36.628;3
"Faculdade Comunitária de Administração da Serra";-20.129;-40.308;3
"FACULDADE DA ESCADA";-8.359;-35.224;3
"FACULDADE DAS ÁGUAS EMENDADAS - FAE";-15.78;-47.93;3
"FACULDADE DA SAÚDE E ECOLOGIA HUMANA";-19.692;-43.923;3
"FACULDADE DE ADMINISTRAÇÃO DE PASSOS";-20.719;-46.61;3
"FACULDADE DE AGUDOS";-22.469;-48.988;3
"FACULDADE DE AMAMBAI";;;3
"FACULDADE DE ARACAJU";-10.911;-37.072;3
"FACULDADE DE CAMPINA GRANDE DO SUL";-25.306;-49.055;3
"FACULDADE DE CARIACICA";-20.264;-40.42;3
"FACULDADE DE CASTELO";-20.604;-41.185;3
"FACULDADE DE CERES";-15.308;-49.598;3
"FACULDADE DE CIÊNCIA E EDUCAÇÃO DO CAPARAÓ";-20.776;-41.679;3
"FACULDADE DE CIÊNCIA E TECNOLOGIA";-24.284;-53.84;3
"FACULDADE DE CIÊNCIAS ADMINISTRATIVAS";-15.596;-56.097;3
"FACULDADE DE CIÊNCIAS CONTÁBEIS DE ITAPETININGA";-23.592;-48.053;3
"FACULDADE DE CIÊNCIAS EDUCACIONAIS CAPIM GROSSO";-11.381;-40.013;3
"FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES";-16.066;-47.979;3
"FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES";-21.888;-42.704;3
"FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN";-19.817;-43.956;3
"FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO";-8.054;-34.881;3
"FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE OLIVEIRA";-20.696;-44.827;3
"FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO";-23.548;-46.636;3
"FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE";-7.231;-35.881;3
"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM";-22.426;-45.453;3
"FACULDADE DE CIÊNCIAS SOCIAIS DE GUARANTÃ DO NORTE";-9.788;-54.91;3
"FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ";-25.428;-49.273;3
"FACULDADE DE DESENHO INDUSTRIAL DE MAUÁ";-23.668;-46.461;3
"FACULDADE DE DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL";-7.957;-36.205;3
"FACULDADE DE EDUCAÇÃO DE COLORADO DO OESTE";-13.117;-60.542;3
"FACULDADE DE EDUCAÇÃO DE COSTA RICA";-18.544;-53.129;3
"Faculdade de Educação e Estudos Sociais de Governador Valadares";-18.851;-41.949;3
"FACULDADE DE EDUCAÇÃO REGIONAL SERRANA";-20.368;-41.244;3
"FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ";-22.117;-43.209;3
"FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA";-12.267;-38.967;3
"FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA";-20.39;-40.496;3
"FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO";-20.264;-40.42;3
"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA";-21.758;-48.829;3
"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE ITAPETININGA";-23.592;-48.053;3
"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS NOSSA SENHORA APARECIDA";-21.138;-47.99;3
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS NOSSA SENHORA DE SION";-21.836;-45.401;3
"FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI";-23.523;-46.188;3
"FACULDADE DE JOSÉ BONIFÁCIO";-21.053;-49.688;3
"FACULDADE DE JUNQUEIRÓPOLIS";-21.515;-51.434;3
"FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE";-7.213;-39.315;3
"FACULDADE DE MIRANDÓPOLIS";-21.134;-51.102;3
"FACULDADE DE NEGÓCIOS DE BELO HORIZONTE";-19.817;-43.956;3
"FACULDADE DE NOVA SERRANA";-19.876;-44.984;3
"FACULDADE DE PALMAS";-10.167;-48.333;3
"FACULDADE DE PATROCINIO";-18.944;-46.993;3
"FACULDADE DE PORTO FELIZ";-23.215;-47.524;3
"FACULDADE DE PORTO VELHO";-8.762;-63.904;3
"FACULDADE DE QUATRO MARCOS";-15.621;-58.176;3
"FACULDADE DE REABILITAÇÃO DA ASCE";-22.903;-43.208;3
"FACULDADE DE SABARÁ";-19.886;-43.807;3
"FACULDADE DE SANTA CATARINA";-27.615;-48.628;3
"FACULDADE DE SÃO JOSÉ DOS CAMPOS";-23.179;-45.887;3
"FACULDADE DE SOROCABA";-23.502;-47.458;3
"FACULDADE DE TECNOLOGIA ALFA DE UMUARAMA";-23.766;-53.325;3
"FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO";-17.345;-44.942;3
"FACULDADE DE TECNOLOGIA ÁLVARES DE AZEVEDO";-23.548;-46.636;3
"FACULDADE DE TECNOLOGIA AMÉRICA DO SUL";-23.425;-51.939;3
"FACULDADE DE TECNOLOGIA BANDEIRANTES";-23.548;-46.636;3
"FACULDADE DE TECNOLOGIA CÉSAR LATTES";-23.264;-47.299;3
"FACULDADE DE TECNOLOGIA CETEP";-25.428;-49.273;3
"Faculdade de Tecnologia de Bauru";-22.315;-49.061;3
"FACULDADE DE TECNOLOGIA DE GARÇA";-22.211;-49.656;3
"Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende";-23.592;-48.053;3
"Faculdade de Tecnologia de Itaquaquecetuba";-23.486;-46.348;3
"FACULDADE DE TECNOLOGIA DE LINS";-21.679;-49.743;3
"FACULDADE DE TECNOLOGIA DE MACAPÁ";0.039;-51.066;3
"FACULDADE DE TECNOLOGIA DE MAUÁ";-23.668;-46.461;3
"Faculdade de Tecnologia de Mogi das Cruzes";-23.523;-46.188;3
"FACULDADE DE TECNOLOGIA DE NOVA ANDRADINA";-22.233;-53.343;3
"Faculdade de Tecnologia de Pindamonhangaba";-22.924;-45.462;3
"Faculdade de Tecnologia de Piracicaba";-22.725;-47.649;3
"FACULDADE DE TECNOLOGIA DE PORTO ALEGRE";-30.033;-51.23;3
"FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO";-20.82;-49.379;3
"Faculdade de Tecnologia Dom Amaury Castanho";-23.264;-47.299;3
"FACULDADE DE TECNOLOGIA DO UNIUOL";-7.115;-34.863;3
"FACULDADE DE TECNOLOGIA ENSITEC";-25.428;-49.273;3
"FACULDADE DE TECNOLOGIA FRANCISCO MORATO";-23.282;-46.745;3
"FACULDADE DE TECNOLOGIA IBRATEC";-8.054;-34.881;3
"FACULDADE DE TECNOLOGIA IBRATEC DE JOÃO PESSOA";-7.115;-34.863;3
"FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS";-22.906;-47.061;3
"FACULDADE DE TECNOLOGIA PEDRO ROGÉRIO GARCIA";-27.234;-52.028;3
"FACULDADE DE TECNOLOGIA PENTÁGONO";-23.664;-46.538;3
"FACULDADE DE TECNOLOGIA PORTO DAS MONÇÕES";-23.215;-47.524;3
"FACULDADE DE TECNOLOGIA SÃO FRANCISCO";-23.305;-45.966;3
"FACULDADE DE TECNOLOGIA SÃO FRANCISCO";-18.755;-40.891;3
"FACULDADE DE TECNOLOGIA SENAC BLUMENAU";-26.919;-49.066;3
"FACULDADE DE TECNOLOGIA SENAC CHAPECÓ";-27.096;-52.618;3
"FACULDADE DE TECNOLOGIA SENAC FLORIANÓPOLIS";-27.597;-48.549;3
"FACULDADE DE TECNOLOGIA SENAI CUIABÁ";-15.596;-56.097;3
"FACULDADE DE TECONOLOGIA DA ZONA SUL";-23.548;-46.636;3
"FACULDADE DE VARGEM GRANDE PAULISTA";-23.603;-47.026;3
"FACULDADE DINÂMICA DO VALE DO PIRANGA";-20.416;-42.909;3
"FACULDADE DIVINÓPOLIS";-20.139;-44.884;3
"FACULDADE DO BAIXO PARNAÍBA";-3.742;-43.36;3
"FACULDADE DO CLUBE NÁUTICO MOGIANO";-23.523;-46.188;3
"FACULDADE DO ESTADO DO MARANHÃO";-2.53;-44.303;3
"FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE CAMPINAS";-22.906;-47.061;3
"FACULDADE DOM ALBERTO";-29.718;-52.426;3
"FACULDADE DOM PEDRO II DE TECNOLOGIA";-12.971;-38.511;3
"FACULDADE DO NORDESTE DA BAHIA";-10.284;-37.926;3
"FACULDADE DO NOROESTE DE MINAS";;;3
"FACULDADE DO POVO";-23.548;-46.636;3
"FACULDADE DO SERTÃO";-11.304;-41.856;3
"FACULDADE DO SERTÃO BAIANO";-10.438;-39.333;3
"FACULDADE DOS IMIGRANTES - FAI";-29.168;-51.179;3
"FACULDADE DO SUDESTE GOIANO";-17.301;-48.28;3
"FACULDADE DO VALE ELVIRA DAYRELL - FAVED";-18.823;-42.704;3
"FACULDADE ENTRE RIOS DO PIAUÍ";-5.089;-42.802;3
"FACULDADE EQUIPE";-29.839;-51.144;3
"FACULDADE EVANGÉLICA DE TAGUATINGA";-15.78;-47.93;3
"FACULDADE EVANGÉLICA DO PIAUI";-5.089;-42.802;3
"FACULDADE FIGUEIREDO COSTA - FIC";-9.666;-35.735;3
"FACULDADE FUCAPE";-20.319;-40.338;3
"FACULDADE GAMMON";-22.413;-50.576;3
"FACULDADE GENNARI E PEARTREE";-22.352;-48.775;3
"FACULDADE HORIZONTINA";-27.626;-54.308;3
"FACULDADE IBMEC DISTRITO FEDERAL";-15.78;-47.93;3
"FACULDADE INTEGRADA DE SANTA MARIA";-29.684;-53.807;3
